price,fit,residuals,weight,length,width,depth,table,cut,color,clarity,depth.percentage
444,416.4280653,27.57193467,0.29,4.22,4.27,2.62,56,Ideal,I,VS1,61.7
444,400.8468924,43.15310757,0.32,4.42,4.38,2.68,58,Premium,E,I1,60.9
445,142.5946413,302.4053587,0.27,4.16,4.2,2.56,58,Very Good,H,VVS2,61.2
445,-86.00849022,531.0084902,0.26,4.2,4.24,2.5,60,Very Good,I,SI1,59.2
445,191.8436668,253.1563332,0.25,4.05,4.08,2.5,56,Ideal,H,VS1,61.5
445,390.5280801,54.47191989,0.25,4.04,4.08,2.54,53,Ideal,H,VS1,62.6
445,441.1636625,3.836337482,0.33,4.46,4.5,2.75,58,Very Good,I,SI1,61.4
445,513.0541638,-68.05416384,0.33,4.46,4.49,2.75,57,Ideal,I,SI1,61.5
445,369.2731612,75.72683881,0.33,4.46,4.51,2.75,59,Premium,I,SI1,61.3
445,608.563208,-163.563208,0.33,4.4,4.44,2.77,56,Ideal,I,SI1,62.7
445,467.4569483,-22.45694835,0.33,4.39,4.43,2.77,58,Very Good,I,SI1,62.8
445,517.4824829,-72.48248291,0.33,4.39,4.42,2.8,57,Good,I,SI1,63.6
445,489.0971366,-44.0971366,0.33,4.36,4.38,2.76,58,Good,I,SI1,63.2
445,604.6734787,-159.6734787,0.32,4.38,4.41,2.75,55,Ideal,G,SI1,62.6
445,-114.2353105,559.2353105,0.23,3.94,3.99,2.43,59,Premium,F,VVS2,61.3
445,633.4178128,-188.4178128,0.34,4.46,4.51,2.83,56,Good,E,SI2,63.1
446,772.0466465,-326.0466465,0.35,4.54,4.56,2.81,55,Ideal,J,VS2,61.8
446,773.4964073,-327.4964073,0.35,4.55,4.57,2.8,55,Ideal,J,VS2,61.4
446,603.683271,-157.683271,0.31,4.38,4.4,2.71,54,Ideal,G,SI1,61.7
446,557.9143887,-111.9143887,0.31,4.37,4.39,2.68,55,Ideal,G,SI1,61.2
446,551.5624351,-105.5624351,0.36,4.62,4.57,2.77,59,Premium,F,SI2,60.3
446,205.1684988,240.8315012,0.31,4.32,4.34,2.7,60,Very Good,H,SI1,62.4
446,580.0436523,-134.0436523,0.31,4.35,4.39,2.67,55,Very Good,H,SI1,61.1
446,558.6677609,-112.6677609,0.31,4.36,4.44,2.7,55,Very Good,H,SI1,61.4
446,387.56221,58.43779003,0.31,4.32,4.33,2.75,57,Good,H,SI1,63.6
446,476.1003404,-30.1003404,0.31,4.33,4.38,2.73,56,Ideal,H,SI1,62.7
446,553.5651063,-107.5651063,0.31,4.34,4.36,2.71,55,Very Good,H,SI1,62.3
446,463.6092509,-17.60925094,0.31,4.32,4.35,2.65,57,Very Good,H,SI1,61.1
715,323.7259127,391.2740873,0.29,4.26,4.29,2.61,57,Ideal,F,VVS1,61.1
715,669.6325847,45.3674153,0.32,4.4,4.45,2.75,54,Ideal,D,SI1,62.1
715,535.5503505,179.4496495,0.32,4.41,4.44,2.72,56,Ideal,D,SI1,61.5
715,585.6685151,129.3314849,0.32,4.45,4.48,2.72,55,Ideal,D,SI1,60.9
715,670.950197,44.04980296,0.32,4.42,4.46,2.73,54,Ideal,D,SI1,61.5
715,758.9197628,-43.91976276,0.35,4.55,4.57,2.82,55,Ideal,I,IF,61.8
715,697.3492537,17.65074632,0.35,4.56,4.6,2.8,56,Ideal,I,IF,61.1
715,788.3373486,-73.33734865,0.35,4.53,4.57,2.8,55,Ideal,I,IF,61.5
715,508.3556737,206.6443263,0.38,4.66,4.68,2.79,62,Very Good,G,VS2,59.7
716,718.5430296,-2.543029611,0.39,4.69,4.71,2.92,59,Very Good,F,VS2,62.1
716,891.4983972,-175.4983972,0.39,4.78,4.74,2.9,56,Ideal,G,SI2,60.9
716,453.9315584,262.0684416,0.31,4.4,4.43,2.7,56,Ideal,F,VVS2,61.2
716,1268.977251,-552.9772508,0.43,4.84,4.87,3.01,55,Ideal,I,VS2,62
716,1314.481836,-598.4818362,0.43,4.87,4.88,3.02,54,Ideal,I,VS2,61.9
716,1264.720599,-548.7205985,0.43,4.85,4.89,3.01,55,Ideal,I,VS2,61.8
716,515.002996,200.997004,0.32,4.43,4.45,2.73,56,Ideal,E,VS2,61.5
716,479.5936244,236.4063756,0.32,4.38,4.41,2.72,57,Ideal,F,VS1,61.9
716,541.5210604,174.4789396,0.32,4.39,4.43,2.73,56,Ideal,F,VS1,61.9
716,689.6513454,26.34865463,0.32,4.42,4.44,2.7,54,Ideal,F,VS1,61
716,481.0433851,234.9566149,0.32,4.39,4.42,2.71,57,Ideal,F,VS1,61.6
716,547.2274734,168.7725266,0.32,4.39,4.42,2.72,56,Ideal,F,VS1,61.7
716,512.1961046,203.8038954,0.32,4.45,4.48,2.72,56,Ideal,F,VS1,61
716,1175.221783,-459.2217827,0.43,4.84,4.88,3.04,56,Ideal,D,SI2,62.6
716,1022.245657,-306.2456574,0.43,4.82,4.89,2.97,59,Premium,E,SI2,61.2
716,1154.389056,-438.3890555,0.43,4.79,4.84,3.01,57,Ideal,H,SI1,62.5
716,1071.742598,-355.7425983,0.43,4.86,4.88,2.96,58,Premium,E,SI2,60.8
716,1077.752827,-361.7528265,0.43,4.79,4.82,3.01,58,Premium,D,SI2,62.6
716,1192.341022,-476.3410218,0.43,4.84,4.85,3.01,56,Ideal,E,SI2,62.1
716,1186.441866,-470.4418661,0.43,4.81,4.86,2.95,57,Ideal,D,SI2,61
716,1116.022201,-400.0222014,0.43,4.91,4.93,2.96,57,Very Good,H,SI1,60.2
716,1135.159313,-419.1593134,0.43,4.83,4.86,3,57,Ideal,E,SI2,61.9
716,1211.438615,-495.4386155,0.43,4.81,4.83,3.01,56,Ideal,H,SI1,62.4
716,1061.607866,-345.6078662,0.43,4.93,4.96,2.92,58,Premium,H,SI1,59
716,1194.055079,-478.0550795,0.43,4.83,4.86,3.02,56,Ideal,H,SI1,62.3
716,1251.461566,-535.4615664,0.43,4.87,4.9,3.01,55,Ideal,H,SI1,61.6
716,1083.908797,-367.9087966,0.43,4.85,4.91,2.96,58,Premium,D,SI2,60.7
716,1254.532755,-538.5327547,0.43,4.83,4.87,3.04,55,Very Good,E,SI2,62.7
716,1060.329772,-344.3297722,0.43,4.86,4.9,2.98,58,Very Good,D,SI2,61.1
716,1105.813282,-389.8132817,0.43,4.8,4.86,2.97,58,Very Good,H,SI1,61.5
716,365.0185698,350.9814302,0.35,4.5,4.54,2.8,61,Very Good,E,VS2,61.9
717,620.8320324,96.1679676,0.32,4.38,4.42,2.73,55,Very Good,F,VVS2,62
717,1127.05245,-410.0524503,0.42,4.77,4.8,3.02,56,Very Good,F,SI1,63.1
717,1469.073967,-752.0739674,0.45,4.92,4.94,3.05,54,Ideal,I,VS2,61.9
717,899.8859388,-182.8859388,0.38,4.65,4.69,2.87,56,Ideal,E,VS2,61.5
717,561.2103555,155.7896445,0.31,4.36,4.41,2.69,55,Ideal,H,VS1,61.3
717,593.2284007,123.7715993,0.4,4.71,4.76,2.92,62,Very Good,F,SI1,61.7
717,972.2696373,-255.2696373,0.42,4.72,4.75,2.97,59,Premium,G,SI1,62.7
717,511.2858146,205.7141854,0.4,4.75,4.66,2.97,62,Good,H,VS2,63.1
717,1090.499647,-373.4996465,0.41,4.64,4.7,2.94,57,Very Good,D,SI1,63
717,598.039297,118.960703,0.41,4.78,4.8,2.89,63,Very Good,D,SI1,60.3
717,1043.698525,-326.6985247,0.41,4.68,4.73,2.97,57,Good,D,SI1,63.1
717,1047.147716,-330.1477158,0.41,4.75,4.8,3.01,56,Very Good,D,SI1,63
718,764.1271044,-46.12710437,0.36,4.59,4.61,2.82,56,Ideal,E,VS2,61.3
718,389.3182995,328.6817005,0.3,4.26,4.29,2.66,57,Ideal,D,VS1,62.2
718,546.8684856,171.1315144,0.3,4.34,4.36,2.68,54,Ideal,D,VS1,61.6
718,728.2497332,-10.24973318,0.36,4.62,4.57,2.83,56,Ideal,F,SI1,61.6
718,586.5365704,131.4634296,0.32,4.41,4.39,2.74,55,Ideal,G,VS1,62.3
718,475.9407305,242.0592695,0.32,4.37,4.34,2.72,57,Ideal,G,VS1,62.5
718,1220.216217,-502.2162169,0.43,4.77,4.79,3.03,56,Good,E,SI1,63.4
718,608.6578989,109.3421011,0.35,4.47,4.5,2.79,58,Premium,E,VS1,62.2
718,1116.944096,-398.9440958,0.39,4.62,4.67,2.94,54,Good,F,SI1,63.3
718,997.9275815,-279.9275815,0.39,4.64,4.71,2.89,56,Very Good,J,VVS1,61.8
718,821.340396,-103.340396,0.39,4.63,4.66,2.93,58,Good,H,VS2,63.1
718,1059.498091,-341.4980905,0.39,4.63,4.68,2.91,55,Ideal,F,SI1,62.5
718,652.9375021,65.06249792,0.35,4.52,4.55,2.79,57,Ideal,E,VS1,61.5
718,834.7315766,-116.7315766,0.39,4.6,4.65,2.94,58,Good,F,SI1,63.6
718,859.6282133,-141.6282133,0.39,4.61,4.67,2.9,58,Very Good,J,VVS1,62.5
718,850.7579819,-132.7579819,0.39,4.61,4.66,2.91,58,Very Good,J,VVS1,62.8
719,348.2767023,370.7232977,0.3,4.39,4.41,2.61,57,Very Good,D,VVS2,59.3
719,550.2591434,168.7408566,0.32,4.4,4.44,2.71,56,Ideal,D,VS2,61.3
719,1160.959402,-441.9594021,0.39,4.69,4.72,2.92,53,Ideal,E,SI1,62.1
719,612.9124903,106.0875097,0.33,4.43,4.47,2.74,56,Ideal,I,IF,61.5
719,-3.26528109,722.2652811,0.3,4.23,4.27,2.62,63,Good,D,VVS2,61.6
719,542.5795815,176.4204185,0.38,4.68,4.71,2.83,61,Good,F,VS2,60.3
719,1368.358106,-649.3581062,0.47,4.81,4.72,3.23,57,Fair,F,SI2,67.6
719,881.8732438,-162.8732438,0.41,4.75,4.78,2.93,59,Premium,G,SI1,61.5
719,1056.561112,-337.5611115,0.41,4.69,4.72,2.94,57,Very Good,G,SI1,62.5
719,964.2554042,-245.2554042,0.41,4.7,4.74,2.96,58,Premium,G,SI1,62.7
719,807.4401479,-88.44014789,0.41,4.75,4.82,2.94,60,Premium,G,SI1,61.4
719,1113.067507,-394.0675073,0.41,4.77,4.8,3,55,Very Good,G,SI1,62.7
719,840.5857923,-121.5857923,0.41,4.76,4.8,2.88,60,Very Good,G,SI1,60.3
719,955.5309145,-236.5309145,0.41,4.83,4.88,2.87,58,Premium,G,SI1,59.1
719,918.9040431,-199.9040431,0.41,4.75,4.78,2.98,58,Premium,G,SI1,62.5
719,918.222225,-199.222225,0.41,4.71,4.73,2.91,59,Premium,G,SI1,61.7
719,873.3994577,-154.3994577,0.41,4.72,4.77,2.97,59,Premium,G,SI1,62.6
719,951.0890021,-232.0890021,0.41,4.76,4.8,2.93,58,Premium,G,SI1,61.3
719,813.1465609,-94.14656093,0.41,4.75,4.81,2.93,60,Premium,G,SI1,61.3
719,1105.493812,-386.4938122,0.41,4.7,4.75,2.97,56,Very Good,G,SI1,62.9
719,1220.214156,-501.214156,0.41,4.74,4.78,2.98,54,Ideal,G,SI1,62.6
719,912.4762936,-193.4762936,0.41,4.76,4.79,2.88,59,Premium,G,SI1,60.3
720,361.1093143,358.8906857,0.32,4.43,4.36,2.72,58,Premium,G,VS2,61.9
720,394.2172515,325.7827485,0.3,4.34,4.37,2.69,56,Ideal,G,VVS1,61.8
720,628.7515745,91.24842548,0.31,4.33,4.37,2.72,54,Ideal,E,VS2,62.5
720,583.2206115,136.7793885,0.34,4.52,4.57,2.75,57,Ideal,G,VS1,60.6
720,385.0616472,334.9383528,0.3,4.27,4.31,2.66,57,Ideal,D,VS1,62
720,567.6426794,152.3573206,0.32,4.38,4.41,2.7,56,Ideal,D,VS1,61.4
720,902.7554854,-182.7554854,0.4,4.7,4.67,2.99,57,Good,H,SI2,63.8
720,467.1236108,252.8763892,0.32,4.46,4.43,2.66,57,Ideal,G,VS2,59.8
720,452.5469663,267.4530337,0.32,4.46,4.43,2.68,57,Ideal,G,VS2,60.3
720,414.4839274,305.5160726,0.32,4.51,4.47,2.69,57,Premium,G,VS2,59.9
720,230.7194922,489.2805078,0.32,4.4,4.37,2.73,60,Premium,G,VS2,62.3
720,501.2548885,218.7451115,0.32,4.44,4.41,2.73,56,Ideal,F,SI2,61.7
720,324.6071088,395.3928912,0.32,4.39,4.36,2.71,59,Premium,E,SI1,61.9
720,423.1688988,296.8311012,0.32,4.43,4.38,2.74,57,Premium,E,SI1,62.2
720,561.6004153,158.3995847,0.32,4.45,4.42,2.74,55,Ideal,E,SI1,61.8
720,230.415677,489.584323,0.32,4.47,4.42,2.67,60,Premium,E,SI1,60.1
720,514.4212906,205.5787094,0.32,4.38,4.35,2.76,56,Very Good,E,SI1,63.2
720,773.0620519,-53.06205189,0.4,4.69,4.64,2.97,59,Good,H,SI2,63.7
720,459.7821768,260.2178232,0.32,4.37,4.33,2.74,57,Ideal,I,VVS2,63
720,337.7339925,382.2660075,0.32,4.38,4.35,2.7,59,Premium,I,VVS2,61.9
720,330.4456702,389.5543298,0.32,4.38,4.35,2.71,59,Premium,I,VVS2,62.1
720,649.5568403,70.44315971,0.32,4.41,4.37,2.75,54,Ideal,I,VVS2,62.6
720,323.1178296,396.8821704,0.32,4.43,4.4,2.68,59,Premium,I,VVS2,60.7
720,529.0905652,190.9094348,0.32,4.42,4.4,2.71,56,Ideal,I,VVS2,61.5
720,498.0515517,221.9484483,0.32,4.49,4.44,2.69,56,Ideal,H,VS1,60.2
720,596.7244142,123.2755858,0.32,4.43,4.41,2.71,55,Ideal,H,VS1,61.3
720,498.447997,221.552003,0.32,4.46,4.44,2.72,56,Ideal,H,VS1,61.1
720,371.654085,348.345915,0.32,4.47,4.43,2.68,58,Premium,H,VS1,60.2
720,589.5682404,130.4317596,0.32,4.42,4.41,2.73,55,Ideal,H,VS1,61.8
720,339.4085318,380.5914682,0.32,4.42,4.41,2.67,59,Premium,H,VS1,60.5
720,242.2249484,477.7750516,0.32,4.44,4.4,2.68,60,Premium,H,VS1,60.6
720,436.6922278,283.3077722,0.32,4.39,4.37,2.76,57,Ideal,H,VS1,63
720,384.8204871,335.1795129,0.32,4.41,4.37,2.71,58,Premium,H,VS1,61.7
720,642.268518,77.73148197,0.32,4.41,4.37,2.76,54,Ideal,H,VS1,62.9
720,143.8559011,576.1440989,0.32,4.43,4.38,2.72,61,Premium,H,VS1,61.7
720,356.852662,363.147338,0.32,4.44,4.38,2.72,58,Premium,H,VS1,61.7
720,455.6181546,264.3818454,0.32,4.42,4.4,2.71,57,Ideal,H,VS1,61.5
720,587.9863312,132.0136688,0.32,4.42,4.4,2.73,55,Ideal,H,VS1,61.9
720,551.5447199,168.4552801,0.32,4.42,4.4,2.78,55,Ideal,H,VS1,63
720,572.9206113,147.0793887,0.32,4.41,4.35,2.75,55,Ideal,H,VS1,62.8
720,480.3295312,239.6704688,0.32,4.35,4.32,2.73,57,Ideal,H,VS1,63
720,282.9627303,437.0372697,0.32,4.38,4.33,2.67,60,Premium,H,VS1,61.3
720,454.0757638,265.9242362,0.32,4.37,4.34,2.75,57,Very Good,H,VS1,63.1
720,374.5004949,345.4995051,0.32,4.4,4.35,2.73,58,Premium,H,VS1,62.4
720,389.4735847,330.5264153,0.32,4.37,4.35,2.74,58,Premium,H,VS1,62.8
720,387.6273786,332.3726214,0.32,4.39,4.34,2.72,58,Premium,H,VS1,62.3
720,282.1552692,437.8447308,0.32,4.46,4.42,2.71,59,Premium,G,VS2,61
720,261.7005449,458.2994551,0.32,4.52,4.48,2.69,59,Premium,G,VS2,59.8
720,309.9909459,410.0090541,0.32,4.44,4.41,2.69,59,Premium,G,VS2,60.8
720,465.67385,254.32615,0.32,4.45,4.42,2.67,57,Premium,G,VS2,60.2
720,363.0481504,356.9518496,0.32,4.45,4.42,2.71,58,Premium,G,VS2,61.1
720,565.5927707,154.4072293,0.32,4.46,4.4,2.72,55,Ideal,G,VS2,61.4
720,412.8809423,307.1190577,0.32,4.42,4.41,2.67,58,Premium,G,VS2,60.5
720,589.5682404,130.4317596,0.32,4.42,4.41,2.73,55,Ideal,G,VS2,61.8
720,582.1477697,137.8522303,0.32,4.43,4.41,2.73,55,Ideal,G,VS2,61.8
720,235.200923,484.799077,0.32,4.42,4.4,2.71,60,Premium,G,VS2,61.5
720,463.0386253,256.9613747,0.32,4.41,4.4,2.71,57,Ideal,G,VS2,61.5
720,308.6733336,411.3266664,0.32,4.42,4.4,2.71,59,Premium,G,VS2,61.5
720,461.4567161,258.5432839,0.32,4.41,4.39,2.71,57,Ideal,G,VS2,61.6
720,446.8800716,273.1199284,0.32,4.41,4.39,2.73,57,Ideal,G,VS2,62
720,408.1352147,311.8647853,0.32,4.42,4.38,2.67,58,Premium,G,VS2,60.7
720,445.166014,274.833986,0.32,4.42,4.38,2.72,57,Ideal,G,VS2,61.8
720,496.7734577,223.2265423,0.32,4.42,4.38,2.75,56,Ideal,G,VS2,62.5
720,476.1655091,243.8344909,0.32,4.4,4.39,2.7,57,Ideal,G,VS2,61.4
720,458.4250461,261.5749539,0.32,4.4,4.37,2.72,57,Ideal,G,VS2,62
720,304.0597543,415.9402457,0.32,4.41,4.37,2.72,59,Premium,G,VS2,62
720,467.2952776,252.7047224,0.32,4.4,4.38,2.71,57,Ideal,G,VS2,61.7
720,327.5066303,392.4933697,0.32,4.41,4.38,2.69,59,Premium,G,VS2,61.2
720,465.7133684,254.2866316,0.32,4.4,4.37,2.71,57,Ideal,G,VS2,61.8
720,377.7964618,342.2035382,0.32,4.39,4.37,2.74,58,Premium,G,VS2,62.6
720,561.1828941,158.8171059,0.32,4.39,4.37,2.69,56,Ideal,G,VS2,61.4
720,368.6619334,351.3380666,0.32,4.41,4.36,2.73,58,Premium,G,VS2,62.3
720,648.2392279,71.76077205,0.32,4.39,4.36,2.77,54,Very Good,G,VS2,63.3
720,265.7113427,454.2886573,0.32,4.39,4.36,2.69,60,Premium,G,VS2,61.5
720,390.9233455,329.0766545,0.32,4.38,4.36,2.73,58,Premium,G,VS2,62.5
720,403.6537839,316.3462161,0.32,4.4,4.35,2.69,58,Premium,G,VS2,61.5
720,247.9708798,472.0291202,0.32,4.39,4.34,2.71,60,Premium,G,VS2,62.1
720,408.0425846,311.9574154,0.32,4.38,4.33,2.7,58,Premium,G,VS2,62
720,334.8344709,385.1655291,0.32,4.36,4.33,2.72,59,Premium,G,VS2,62.6
720,261.3620604,458.6379396,0.32,4.36,4.33,2.72,60,Premium,G,VS2,62.6
720,342.1227932,377.8772068,0.32,4.36,4.33,2.71,59,Premium,G,VS2,62.4
720,251.9632352,468.0367648,0.32,4.4,4.32,2.69,60,Premium,G,VS2,61.7
720,244.9392098,475.0607902,0.32,4.38,4.32,2.72,60,Premium,G,VS2,62.5
720,477.1657128,242.8342872,0.32,4.35,4.3,2.73,57,Very Good,G,VS2,63.1
720,412.5635337,307.4364663,0.32,4.35,4.31,2.72,58,Premium,G,VS2,62.8
720,505.5115408,214.4884592,0.32,4.43,4.39,2.73,56,Ideal,E,SI1,61.9
720,255.2196837,464.7803163,0.32,4.44,4.39,2.66,60,Premium,E,SI1,60.2
720,534.9291267,185.0708733,0.32,4.41,4.39,2.71,56,Premium,E,SI1,61.6
720,377.6643133,342.3356867,0.32,4.4,4.37,2.73,58,Premium,E,SI1,62.3
720,602.7346425,117.2653575,0.32,4.36,4.35,2.76,55,Very Good,E,SI1,63.4
720,508.5827291,211.4172709,0.32,4.39,4.36,2.76,56,Very Good,E,SI1,63.1
720,390.7911971,329.2088029,0.32,4.39,4.36,2.72,58,Premium,E,SI1,62.2
720,446.5231447,273.4768553,0.32,4.39,4.34,2.74,57,Premium,E,SI1,62.8
720,542.3891157,177.6108843,0.32,4.35,4.34,2.75,56,Very Good,E,SI1,63.3
720,1220.067687,-500.0676868,0.45,4.95,4.9,3.05,57,Premium,J,SI2,60.9
720,1300.465618,-580.4656185,0.5,5.04,4.97,3.16,61,Very Good,E,I1,63.1
720,387.6253177,332.3746823,0.3,4.36,4.33,2.67,56,Ideal,E,SI1,61.4
720,659.319859,60.68014105,0.4,4.67,4.71,2.96,61,Good,D,SI1,63.1
720,1087.159587,-367.1595869,0.4,4.67,4.72,2.98,55,Good,D,SI1,63.5
720,966.3363848,-246.3363848,0.4,4.66,4.7,2.95,57,Very Good,D,SI1,63
720,938.5007082,-218.5007082,0.4,4.68,4.71,2.97,57,Good,D,SI1,63.3
720,650.085218,69.91478201,0.4,4.7,4.75,2.85,62,Very Good,D,SI1,60.3
720,937.0509474,-217.0509474,0.4,4.67,4.7,2.98,57,Good,D,SI1,63.6
720,966.3363848,-246.3363848,0.4,4.66,4.7,2.95,57,Very Good,D,SI1,63
720,874.0837892,-154.0837892,0.4,4.76,4.82,2.9,58,Very Good,D,VS2,60.5
720,934.2440559,-214.2440559,0.4,4.69,4.73,2.97,57,Good,D,SI1,63.1
720,692.7298002,27.27019977,0.4,4.66,4.69,2.92,61,Very Good,D,SI1,62.5
721,528.1693981,192.8306019,0.32,4.37,4.39,2.76,56,Very Good,F,VVS2,63
721,596.4133912,124.5866088,0.31,4.24,4.3,2.74,55,Very Good,E,VVS2,64.2
721,386.78364,334.21636,0.27,4.18,4.21,2.61,54,Very Good,D,VVS1,62.3
721,733.6056048,-12.60560481,0.35,4.48,4.5,2.81,56,Very Good,D,VS2,62.6
721,966.2021755,-245.2021755,0.38,4.64,4.69,2.89,55,Ideal,I,VVS2,62
721,492.4936687,228.5063313,0.3,4.31,4.34,2.68,55,Ideal,E,VVS2,62
721,968.9695486,-247.9695486,0.38,4.67,4.71,2.86,55,Ideal,G,VS2,61
721,720.5449735,0.45502648,0.38,4.75,4.77,2.83,58,Ideal,G,VS2,59.5
721,955.8426649,-234.8426649,0.38,4.68,4.72,2.87,55,Ideal,H,VS1,61.1
721,389.910001,331.089999,0.29,4.26,4.29,2.62,56,Ideal,G,IF,61.3
721,841.2013579,-120.2013579,0.38,4.54,4.59,2.94,57,Good,H,VS1,64.4
721,393.1624338,327.8375662,0.35,4.62,4.68,2.72,60.5,Good,G,VS1,58.6
721,756.8133816,-35.8133816,0.39,4.65,4.58,2.88,59,Premium,H,SI2,62.4
722,582.1377737,139.8622263,0.33,4.48,4.51,2.74,56,Ideal,I,VVS2,61
722,734.3294547,-12.32945474,0.34,4.47,4.5,2.78,55,Ideal,G,VVS2,62
722,807.9340137,-85.93401372,0.34,4.46,4.5,2.79,54,Ideal,H,VVS1,62.3
722,524.3722989,197.6277011,0.31,4.39,4.41,2.71,55,Ideal,E,VS1,61.6
722,527.4039689,194.5960311,0.31,4.4,4.43,2.7,55,Ideal,E,VS1,61.2
722,1261.462089,-539.4620891,0.41,4.78,4.81,2.99,53,Ideal,H,SI1,62.4
722,1056.939114,-334.9391143,0.41,4.8,4.82,2.95,56,Ideal,D,SI1,61.3
722,1104.318344,-382.3183444,0.4,4.62,4.64,2.99,55,Fair,G,VS2,64.6
722,854.9004169,-132.9004169,0.35,4.48,4.43,2.83,54,Ideal,E,VS2,63.5
722,411.3285554,310.6714446,0.33,4.42,4.45,2.72,59,Premium,G,VVS2,61.3
722,784.547516,-62.54751595,0.42,4.83,4.87,2.94,61,Very Good,F,SI1,60.6
722,762.8146976,-40.81469763,0.42,4.82,4.87,2.98,61,Very Good,E,SI1,61.5
722,794.7353598,-72.73535976,0.42,4.85,4.89,2.91,61,Very Good,E,SI1,59.8
722,1138.729573,-416.7295732,0.42,4.75,4.78,3.02,56,Good,F,SI1,63.4
722,1127.184599,-405.1845987,0.42,4.76,4.8,3.03,56,Good,F,SI1,63.4
722,1022.744729,-300.7447289,0.42,4.78,4.84,2.96,58,Premium,E,SI1,61.5
722,1106.48402,-384.48402,0.42,4.7,4.76,3.01,57,Good,F,SI1,63.6
722,965.4914663,-243.4914663,0.42,4.82,4.85,3,58,Premium,E,SI1,62
722,1007.864269,-285.8642691,0.42,4.85,4.89,2.92,58,Premium,E,SI1,60
722,1140.311482,-418.3114824,0.42,4.75,4.79,3.02,56,Good,F,SI1,63.3
722,1108.087005,-386.0870051,0.42,4.79,4.82,3.03,56,Good,F,SI1,63.1
723,1016.641871,-293.6418705,0.42,4.81,4.85,2.94,58,Very Good,J,VS2,60.9
723,1000.575947,-277.5759469,0.42,4.85,4.89,2.93,58,Very Good,D,SI1,60.2
723,1088.704039,-365.7040387,0.42,4.75,4.79,2.99,57,Ideal,J,VS1,62.7
723,559.6415871,163.3584129,0.34,4.53,4.56,2.77,57,Ideal,F,VS1,60.9
723,1185.814007,-462.814007,0.4,4.75,4.79,2.98,53,Ideal,G,SI2,62.5
723,950.0041034,-227.0041034,0.38,4.69,4.73,2.87,55,Ideal,G,SI1,61
723,579.9246446,143.0753554,0.34,4.53,4.55,2.74,57,Ideal,E,SI1,60.4
723,756.4981406,-33.4981406,0.43,4.96,4.98,3.01,61,Good,E,SI1,60.6
723,559.7231373,163.2768627,0.33,4.43,4.46,2.71,57,Ideal,E,VS2,61
723,542.2469712,180.7530288,0.33,4.41,4.44,2.75,57,Ideal,E,VS2,62.1
723,498.438001,224.561999,0.33,4.51,4.54,2.73,57,Ideal,E,VS2,60.3
723,596.7539366,126.2460634,0.33,4.43,4.46,2.76,56,Ideal,E,VS2,62.1
723,419.9740084,303.0259916,0.33,4.39,4.41,2.73,59,Premium,E,VS2,62
723,561.4977892,161.5022108,0.33,4.46,4.47,2.78,56,Ideal,E,VS2,62.3
723,454.0262494,268.9737506,0.33,4.47,4.49,2.72,58,Premium,E,VS2,60.7
723,662.9380248,60.06197515,0.33,4.43,4.46,2.77,55,Ideal,E,VS2,62.3
723,570.3680207,152.6319793,0.33,4.46,4.48,2.77,56,Ideal,E,VS2,62
723,658.5492241,64.45077585,0.33,4.45,4.48,2.76,55,Ideal,E,VS2,61.8
723,595.4363242,127.5636758,0.33,4.41,4.45,2.78,56,Very Good,E,VS2,62.8
723,349.7580464,373.2419536,0.33,4.43,4.48,2.7,60,Premium,E,VS2,60.6
723,348.3082856,374.6917144,0.33,4.42,4.47,2.71,60,Premium,E,VS2,61
723,388.106458,334.893542,0.33,4.45,4.49,2.73,59,Premium,E,VS2,61.1
723,665.705398,57.29460204,0.33,4.46,4.48,2.74,55,Ideal,E,VS2,61.3
723,339.3059057,383.6940943,0.33,4.43,4.46,2.71,60,Premium,E,VS2,61
723,668.6049195,54.39508048,0.33,4.48,4.5,2.72,55,Ideal,E,VS2,60.6
723,405.6221424,317.3778576,0.33,4.42,4.46,2.73,59,Premium,E,VS2,61.5
723,568.7650356,154.2349644,0.33,4.37,4.42,2.75,57,Ideal,E,VS2,62.6
723,345.408764,377.591236,0.33,4.4,4.45,2.73,60,Premium,E,VS2,61.7
723,632.0100839,90.98991607,0.33,4.4,4.45,2.74,56,Ideal,E,VS2,61.9
723,605.3598712,117.6401288,0.33,4.45,4.47,2.73,56,Ideal,E,VS2,61.2
723,548.0855327,174.9144673,0.33,4.4,4.43,2.75,57,Ideal,E,VS2,62.3
723,596.7144182,126.2855818,0.33,4.48,4.51,2.72,56,Ideal,E,VS2,60.5
723,759.9894598,-36.9894598,0.33,4.42,4.47,2.75,54,Ideal,E,VS2,61.9
723,546.4641051,176.5358949,0.33,4.45,4.47,2.71,57,Ideal,E,VS2,60.8
723,693.4484446,29.55155543,0.33,4.4,4.42,2.75,55,Ideal,E,VS2,62.4
723,604.0422588,118.9577412,0.33,4.43,4.46,2.75,56,Ideal,E,VS2,61.9
723,606.9417804,116.0582196,0.33,4.45,4.48,2.73,56,Ideal,E,VS2,61.1
723,530.4376998,192.5623002,0.33,4.44,4.46,2.74,57,Ideal,E,VS2,61.6
723,577.635267,145.364733,0.33,4.37,4.43,2.74,57,Ideal,E,VS2,62.3
723,1012.369564,-289.369564,0.4,4.65,4.71,3,56,Good,F,VS2,64.1
