date,kftx,gold,sp500,nasdaq,dxy,expinf
2017-07-06,1202.204,1225.22,2409.75,5597.91,95.802,1.86
2017-07-07,1214.216,1212.46,2425.18,5656.47,96.008,1.83
2017-07-10,1216.574,1214.36,2427.43,5694.15,96.022,1.84
2017-07-11,1222.487,1217.72,2425.53,5709.8,95.669,1.89
2017-07-12,1233.68,1220.51,2443.25,5778.95,95.761,1.89
2017-07-13,1236.341,1217.58,2447.83,5793.36,95.728,1.9
2017-07-14,1237.815,1228.7,2459.27,5838.08,95.153,1.9
2017-07-17,1236.399,1234.11,2459.14,5839.74,95.128,1.9
2017-07-18,1241.057,1242.47,2460.61,5880.1,94.604,1.9
2017-07-19,1245.85,1241.25,2473.83,5916.16,94.779,1.87
2017-07-20,1247.544,1244.49,2473.45,5921.22,94.306,1.92
2017-07-21,1249.718,1254.98,2472.54,5921.53,93.858,1.9
2017-07-24,1253.063,1255.3,2469.91,5941.37,93.977,1.94
2017-07-25,1260.302,1250.06,2477.13,5930.65,94.054,1.95
2017-07-26,1265.172,1260.53,2477.83,5950.73,93.672,1.94
2017-07-27,1260.904,1259.15,2475.42,5917.03,93.864,1.98
2017-07-28,1260.653,1269.64,2472.1,5908.92,93.259,1.98
2017-07-31,1263.664,1269.44,2470.3,5880.33,92.863,1.97
2017-08-01,1271.18,1268.76,2476.35,5895.17,93.043,1.96
2017-08-02,1260.953,1266.65,2477.57,5914.23,92.836,1.95
2017-08-03,1254.126,1268.6,2472.16,5891.2,92.839,1.94
2017-08-04,1252.172,1258.88,2476.83,5899.91,93.542,1.95
2017-08-07,1253.265,1257.85,2480.91,5934.73,93.432,1.95
2017-08-08,1250.576,1260.96,2474.92,5926.35,93.647,1.97
2017-08-09,1256.375,1277.3,2474.02,5919.39,93.548,1.94
2017-08-10,1238.493,1286.53,2438.21,5788.19,93.401,1.92
2017-08-11,1239.265,1289.31,2441.32,5831.53,93.069,1.94
2017-08-14,1255.704,1282.15,2465.84,5908.17,93.411,1.95
2017-08-15,1260.03,1271.53,2464.61,5907.73,93.853,1.93
2017-08-16,1264.918,1283.11,2468.11,5917.42,93.541,1.94
2017-08-17,1245.407,1288.15,2430.01,5796.32,93.622,1.93
2017-08-18,1242.647,1284.13,2425.55,5790.91,93.434,1.91
2017-08-21,1245.236,1291.88,2428.37,5786.54,93.095,1.91
2017-08-22,1260.663,1285.08,2452.51,5873.33,93.545,1.93
2017-08-23,1257.729,1290.96,2444.04,5851.78,93.147,1.92
2017-08-24,1258.003,1286.4,2438.97,5834.44,93.277,1.9
2017-08-25,1257.928,1291.35,2443.05,5822.53,92.74,1.93
2017-08-28,1261.182,1310.13,2444.24,5838.08,92.207,1.94
2017-08-29,1260.166,1309.23,2446.3,5862.14,92.249,1.94
2017-08-30,1266.205,1308.6,2457.59,5932.9,92.884,1.95
2017-08-31,1274.724,1321.43,2471.65,5988.6,92.668,1.94
2017-09-01,1275.066,1325.23,2476.55,5987.9,92.814,1.95
2017-09-04,1275.066,1333.87,2476.55,5987.9,92.635,1.95
2017-09-05,1263.11,1339.71,2457.85,5932.73,92.252,1.96
2017-09-06,1261.375,1334.22,2465.54,5951.13,92.29,1.96
2017-09-07,1263.436,1349.22,2465.1,5964.31,91.663,1.97
2017-09-08,1262.966,1346.59,2461.43,5913.37,91.352,1.99
2017-09-11,1276.804,1327.54,2488.11,5980.53,91.875,2.03
2017-09-12,1285.606,1331.81,2496.48,5995.64,91.882,2.01
2017-09-13,1277.692,1322.37,2498.37,6004.38,92.52,2.02
2017-09-14,1270.341,1329.74,2495.62,5968.82,92.124,2
2017-09-15,1269.058,1320.18,2500.23,5988,91.872,1.98
2017-09-18,1277.684,1307.44,2503.87,5981.12,92.047,2
2017-09-19,1280.011,1311.15,2506.65,5991.08,91.793,2
2017-09-20,1282.009,1301.1,2508.24,5973.6,92.508,1.99
2017-09-21,1285.51,1291.2,2500.6,5934.91,92.259,1.96
2017-09-22,1293.584,1297.3,2502.22,5932.32,92.171,1.97
2017-09-25,1280.343,1310.78,2496.66,5867.35,92.648,1.96
2017-09-26,1274.724,1293.98,2496.84,5881.34,92.966,1.96
2017-09-27,1285.757,1282.78,2507.04,5937.79,93.361,2
2017-09-28,1291.32,1287.3,2510.06,5933.07,93.085,2.01
2017-09-29,1294.658,1279.75,2519.36,5979.3,93.076,2
2017-10-02,1304.242,1271.13,2529.12,5981.92,93.559,1.93
2017-10-03,1314.059,1271.66,2534.58,5995.06,93.569,2
2017-10-04,1316.289,1274.85,2537.74,5998.84,93.458,1.97
2017-10-05,1322.496,1268.22,2552.07,6057.14,93.961,1.98
2017-10-06,1322.586,1276.68,2549.33,6064.57,93.8,1.96
2017-10-09,1327.016,1284.05,2544.73,6058.53,93.675,1.96
2017-10-10,1330.666,1288.03,2550.64,6063.52,93.29,2.01
2017-10-11,1330.643,1291.72,2555.24,6081.25,93.015,2.03
2017-10-12,1325.601,1293.72,2550.93,6069.99,93.057,1.99
2017-10-13,1326.839,1303.82,2553.17,6092.45,93.091,1.99
2017-10-16,1324.658,1295.79,2557.64,6114.53,93.312,2.02
2017-10-17,1318.125,1285.12,2559.36,6122.61,93.486,1.95
2017-10-18,1320.324,1281.08,2561.26,6114.35,93.363,1.99
2017-10-19,1315.19,1290.13,2562.1,6092.62,93.266,2.02
2017-10-20,1325.432,1280.47,2575.21,6108.82,93.701,1.98
2017-10-23,1322.95,1282.27,2564.98,6067.83,93.936,2.03
2017-10-24,1323.408,1276.58,2569.13,6080.22,93.772,2.01
2017-10-25,1320.305,1277.53,2557.15,6055.04,93.711,2.02
2017-10-26,1329.017,1266.99,2560.4,6037.87,94.612,2.02
2017-10-27,1332.566,1273.35,2581.07,6213.47,94.916,2
2017-10-30,1317.881,1276.29,2572.83,6227.59,94.56,1.97
2017-10-31,1325.793,1271.45,2575.26,6248.56,94.552,1.97
2017-11-01,1320.554,1274.66,2579.36,6248.65,94.815,2.05
2017-11-02,1325.73,1276.13,2579.85,6236.39,94.685,1.95
2017-11-03,1320.583,1269.91,2587.84,6295.58,94.941,1.98
2017-11-06,1324.742,1281.95,2591.13,6313.61,94.757,1.95
2017-11-07,1315.111,1275.3,2590.64,6320.78,94.913,1.96
2017-11-08,1321.973,1281.36,2594.38,6345.81,94.866,1.97
2017-11-09,1318.222,1285.07,2584.62,6312.21,94.444,1.94
2017-11-10,1316.918,1275.07,2582.3,6309.07,94.391,1.98
2017-11-13,1316.106,1278.31,2584.84,6316.18,94.49,1.97
2017-11-14,1316.888,1280.25,2578.87,6293.64,93.827,1.95
2017-11-15,1310.058,1278.14,2564.62,6258.36,93.813,1.92
2017-11-16,1320.374,1278.58,2585.64,6339.14,93.932,1.89
2017-11-17,1324.742,1292.42,2578.85,6314.51,93.662,1.97
2017-11-20,1332.063,1276.92,2582.14,6308.61,94.08,1.96
2017-11-21,1345.75,1280.61,2599.03,6378.63,93.952,1.93
2017-11-22,1342.428,1292.12,2597.08,6386.12,93.22,1.93
2017-11-23,1342.428,1291.47,2597.08,6386.12,93.22,1.93
2017-11-24,1348.611,1288.37,2602.42,6409.29,92.782,1.97
2017-11-27,1338.883,1294.52,2601.42,6405.97,92.904,1.97
2017-11-28,1355.115,1293.98,2627.04,6422.56,93.27,1.99
2017-11-29,1344.049,1283.64,2626.07,6311.38,93.164,1.99
2017-11-30,1358.595,1275.01,2647.58,6365.56,93.047,1.99
2017-12-01,1356.604,1280.62,2642.22,6337.87,92.885,2
2017-12-04,1350.394,1276.18,2639.44,6263.7,93.188,1.98
2017-12-05,1350.004,1265.77,2629.57,6265.11,93.379,2.03
2017-12-06,1349.651,1263.37,2629.27,6293.05,93.61,1.98
2017-12-07,1355.046,1247.22,2636.98,6316.28,93.795,2
2017-12-08,1360.595,1248.49,2651.5,6344.57,93.901,2.05
2017-12-11,1363.438,1242.02,2659.99,6393.89,93.866,2
2017-12-12,1366.622,1244.49,2664.11,6383.65,94.101,2
2017-12-13,1358.754,1255.5,2662.85,6394.67,93.429,2.02
2017-12-14,1356.873,1252.96,2652.01,6389.91,93.489,1.98
2017-12-15,1373.066,1256.44,2675.81,6466.32,93.932,1.99
2017-12-18,1380.503,1262.26,2690.16,6513.27,93.695,2.07
2017-12-19,1373.177,1261.7,2681.47,6480.67,93.441,2.08
2017-12-20,1372.303,1265.57,2679.25,6472.48,93.313,2.1
2017-12-21,1373.145,1266.6,2684.57,6472.69,93.278,2.02
2017-12-22,1369.31,1274.16,2683.34,6465.17,93.347,2.06
2017-12-25,1369.31,1274.16,2683.34,6465.17,93.267,2.06
2017-12-26,1367.625,1283.1,2680.5,6433.16,93.257,2.12
2017-12-27,1369.002,1287.18,2682.62,6435.15,93.025,2.06
2017-12-28,1373.775,1295.04,2687.54,6441.42,92.602,2.06
2017-12-29,1371.731,1302.8,2673.61,6396.42,92.124,2.06
2018-01-01,1371.731,1302.8,2673.61,6396.42,92.24,2.06
2018-01-02,1376.403,1317.56,2695.81,6511.34,91.872,2.1
2018-01-03,1386.619,1313.21,2713.06,6575.8,92.162,2.09
2018-01-04,1402.971,1323.01,2723.99,6584.58,91.853,2.1
2018-01-05,1419.775,1319.59,2743.15,6653.29,91.949,2.07
2018-01-08,1426.245,1320.4,2747.71,6676.63,92.358,2.13
2018-01-09,1425.339,1312.85,2751.29,6677.94,92.528,2.11
2018-01-10,1433.387,1316.89,2748.23,6662.66,92.332,2.12
2018-01-11,1447.144,1322.44,2767.56,6708.49,91.852,2.11
2018-01-12,1449.573,1337.64,2786.24,6758.54,90.974,2.1
2018-01-15,1449.573,1339.99,2786.24,6758.54,90.974,2.1
2018-01-16,1446.548,1338.41,2776.42,6737.14,90.393,2.12
2018-01-17,1456.9,1326.84,2802.56,6810.28,90.541,2.18
2018-01-18,1455.267,1327.03,2798.03,6811.38,90.498,2.11
2018-01-19,1470.291,1331.84,2810.3,6834.33,90.572,2.12
2018-01-22,1477.323,1333.92,2832.97,6906.28,90.401,2.12
2018-01-23,1484.513,1341.21,2839.13,6963.46,90.124,2.2
2018-01-24,1478.418,1358.46,2837.54,6919.35,89.206,2.18
2018-01-25,1483.726,1348.26,2839.25,6916.3,89.391,2.23
2018-01-26,1498.588,1349.12,2872.87,7022.97,89.067,2.25
2018-01-29,1483.545,1340.33,2853.53,6988.32,89.308,2.26
2018-01-30,1479.393,1338.59,2822.43,6930.73,89.16,2.23
2018-01-31,1481.384,1345.14,2823.81,6949.99,89.133,2.24
2018-02-01,1486.789,1348.79,2821.98,6901.5,88.671,2.29
2018-02-02,1454.812,1333.39,2762.13,6760.29,89.195,2.35
2018-02-05,1404.603,1339.67,2648.94,6495.92,89.554,2.25
2018-02-06,1418.181,1324.16,2695.14,6665.98,89.585,2.32
2018-02-07,1418.001,1318.39,2681.66,6582.02,90.255,2.3
2018-02-08,1379.721,1318.76,2581,6306.1,90.229,2.29
2018-02-09,1393.243,1316.65,2619.55,6412.68,90.442,2.27
2018-02-12,1414.342,1322.7,2656,6523.85,90.208,2.3
2018-02-13,1423.316,1329.55,2662.94,6553.86,89.703,2.22
2018-02-14,1448.068,1350.73,2698.63,6675.03,89.121,2.27
2018-02-15,1464.939,1353.67,2731.2,6794.92,88.593,2.22
2018-02-16,1472.062,1346.96,2732.22,6770.66,89.1,2.18
2018-02-19,1472.062,1346.46,2732.22,6770.66,89.1,2.18
2018-02-20,1473.338,1329.19,2716.26,6779.7,89.716,2.16
2018-02-21,1464.585,1324.63,2701.33,6759.26,90,2.18
2018-02-22,1464.005,1332.05,2703.96,6761.85,89.736,2.16
2018-02-23,1488.902,1328.71,2747.3,6896.6,89.883,2.2
2018-02-26,1494.882,1333.68,2779.6,6989.1,89.853,2.19
2018-02-27,1479.458,1318.36,2744.28,6900.35,90.355,2.17
2018-02-28,1469.479,1318.31,2713.83,6854.42,90.613,2.2
2018-03-01,1463.959,1317.03,2677.67,6750.54,90.324,2.17
2018-03-02,1483.253,1322.75,2691.25,6811.04,89.935,2.21
2018-03-05,1506.143,1320.11,2720.94,6881.28,90.08,2.21
2018-03-06,1518.035,1334.56,2728.12,6913.02,89.618,2.14
2018-03-07,1521.506,1325.57,2726.8,6929.39,89.637,2.16
2018-03-08,1526,1321.99,2738.97,6966.43,90.179,2.14
2018-03-09,1552.08,1323.93,2786.57,7101.18,90.093,2.28
2018-03-12,1551.859,1323.1,2783.02,7131.12,89.895,2.18
2018-03-13,1540.401,1326.51,2765.31,7046.51,89.664,2.13
2018-03-14,1542.603,1324.85,2749.48,7040.98,89.704,2.1
2018-03-15,1540.748,1316.1,2747.33,7030.97,90.139,2.09
2018-03-16,1545.816,1314.24,2752.01,7019.95,90.233,2.11
2018-03-19,1533.099,1316.85,2712.92,6864.88,89.765,2.12
2018-03-20,1546.46,1311.31,2716.94,6885.92,90.371,2.11
2018-03-21,1542.17,1332.24,2711.93,6853.45,89.783,2.22
2018-03-22,1502.919,1329.03,2643.69,6682.26,89.857,2.13
2018-03-23,1473.093,1347.33,2588.26,6508.09,89.436,2.13
2018-03-26,1509.812,1353.5,2658.55,6753.83,89.027,2.15
2018-03-27,1478.814,1345.05,2612.62,6529.84,89.372,2.2
2018-03-28,1464.645,1325.01,2605,6460.81,90.058,2.19
2018-03-29,1481.944,1325.5,2640.87,6581.13,90.151,2.18
2018-03-30,1481.944,1325.48,2640.87,6581.13,89.974,2.18
2018-04-02,1452.604,1341.29,2581.88,6390.84,90.052,2.11
2018-04-03,1458.808,1332.74,2614.45,6458.83,90.2,2.17
2018-04-04,1468.292,1333.19,2644.69,6560.06,90.142,2.12
2018-04-05,1477.373,1326.57,2662.84,6594.84,90.46,2.23
2018-04-06,1447.19,1333.03,2604.47,6433.21,90.108,2.13
2018-04-09,1449.869,1336.35,2613.16,6472.34,89.838,2.12
2018-04-10,1483.401,1339.64,2656.87,6615.87,89.587,2.16
2018-04-11,1475.151,1353.38,2642.19,6583.44,89.568,2.16
2018-04-12,1487.865,1334.94,2663.99,6656.26,89.751,2.21
2018-04-13,1479.188,1346.2,2656.3,6628.34,89.8,2.25
2018-04-16,1492.477,1345.93,2677.84,6675.18,89.425,2.16
2018-04-17,1510.7,1347.52,2706.39,6816.37,89.516,2.27
2018-04-18,1516.436,1349.41,2708.64,6833.21,89.623,2.28
2018-04-19,1515.345,1345.53,2693.13,6774.89,89.94,2.22
2018-04-20,1506.917,1336.36,2670.14,6667.75,90.316,2.24
2018-04-23,1503.588,1324.83,2670.29,6648.8,90.946,2.25
2018-04-24,1489.436,1330.35,2634.56,6509.05,90.766,2.24
2018-04-25,1479.691,1323.13,2639.4,6513.94,91.172,2.25
2018-04-26,1490.111,1316.8,2666.94,6649.65,91.561,2.26
2018-04-27,1484.912,1324,2669.91,6656.35,91.542,2.25
2018-04-30,1498.61,1315.39,2648.05,6605.57,91.841,2.24
2018-05-01,1508.84,1303.85,2654.8,6681.96,92.449,2.23
2018-05-02,1499.526,1304.96,2635.67,6644.48,92.512,2.25
2018-05-03,1502.293,1312.06,2629.73,6643.48,92.414,2.23
2018-05-04,1515.73,1314.5,2663.42,6769.12,92.566,2.23
2018-05-07,1531.171,1314.21,2672.63,6821.87,92.749,2.23
2018-05-08,1538.902,1314.63,2671.92,6815.48,93.12,2.22
2018-05-09,1555.08,1312.72,2697.79,6893.21,93.04,2.23
2018-05-10,1569.89,1321.6,2723.07,6963.55,92.65,2.22
2018-05-11,1561.971,1319.3,2727.72,6952.56,92.537,2.17
2018-05-14,1557.263,1313.5,2730.13,6964.37,92.587,2.18
2018-05-15,1557.74,1290.53,2711.45,6888.54,93.219,2.21
2018-05-16,1564.442,1290.73,2722.46,6929.97,93.392,2.18
2018-05-17,1565.57,1290.79,2720.13,6901.63,93.469,2.16
2018-05-18,1563.792,1293.04,2712.97,6866.25,93.637,2.16
2018-05-21,1573.232,1292.6,2733.01,6905.53,93.677,2.17
2018-05-22,1556.18,1291.14,2724.44,6893.62,93.609,2.17
2018-05-23,1560.717,1293.41,2733.29,6953.63,94.003,2.16
2018-05-24,1560.442,1304.63,2727.76,6949.7,93.775,2.13
2018-05-25,1557.545,1302.25,2721.33,6960.92,94.253,2.14
2018-05-28,1557.545,1299.04,2721.33,6960.92,94.418,2.14
2018-05-29,1545,1298.77,2689.86,6926.54,94.82,2.1
2018-05-30,1564.469,1301.38,2724.01,6976.37,94.069,2.12
2018-05-31,1553.936,1298.51,2705.27,6967.73,93.979,2.11
2018-06-01,1566.706,1293.4,2734.62,7083.93,94.156,2.12
2018-06-04,1586.164,1292.02,2746.87,7143.57,94.038,2.18
2018-06-05,1596.864,1296.4,2748.8,7166.75,93.876,2.21
2018-06-06,1622.183,1296.4,2772.35,7210.08,93.614,2.22
2018-06-07,1608.555,1297.18,2770.37,7152.83,93.435,2.18
2018-06-08,1620.461,1298.17,2779.03,7152.62,93.535,2.16
2018-06-11,1618.443,1300.49,2782,7168.48,93.608,2.18
2018-06-12,1625.674,1295.97,2786.85,7209.18,93.818,2.19
2018-06-13,1620.11,1299.31,2775.63,7205.26,93.544,2.15
2018-06-14,1624.938,1302.25,2782.49,7279.59,94.879,2.17
2018-06-15,1624.696,1278.94,2779.66,7255.76,94.788,2.16
2018-06-18,1634.557,1278.32,2773.75,7251.41,94.756,2.16
2018-06-19,1636.002,1274.66,2762.59,7228.04,95.013,2.17
2018-06-20,1640.647,1267.86,2767.32,7280.71,95.124,2.18
2018-06-21,1632.679,1267.19,2749.76,7217.49,94.862,2.17
2018-06-22,1629.462,1270.56,2754.88,7197.51,94.52,2.17
2018-06-25,1595.087,1265.64,2717.07,7038.17,94.289,2.14
2018-06-26,1591.982,1259.04,2723.06,7068.2,94.676,2.17
2018-06-27,1562.34,1252.35,2699.63,6969.67,95.29,2.15
2018-06-28,1576.288,1248.25,2716.31,7031.6,95.312,2.13
2018-06-29,1576.299,1252.6,2718.37,7040.8,94.47,2.16
2018-07-02,1588.607,1242.04,2726.71,7097.82,94.871,2.21
2018-07-03,1583.727,1252.73,2713.22,7014.55,94.591,2.16
2018-07-04,1583.727,1254.99,2713.22,7014.55,94.531,2.16
2018-07-05,1597.751,1257.91,2736.61,7101.05,94.395,2.16
2018-07-06,1611.721,1255.48,2759.82,7207.33,93.963,2.16
2018-07-09,1628.063,1257.68,2784.17,7276,94.077,2.16
2018-07-10,1626.477,1255.54,2793.84,7282.6,94.158,2.17
2018-07-11,1631.676,1241.96,2774.02,7243.98,94.719,2.15
2018-07-12,1649.624,1247.39,2798.29,7366.25,94.827,2.14
2018-07-13,1639.784,1244.32,2801.31,7375.82,94.677,2.15
2018-07-16,1634.635,1240.93,2798.43,7357.9,94.511,2.15
2018-07-17,1647.455,1227.54,2809.55,7403.89,94.985,2.15
2018-07-18,1655.001,1227.51,2815.62,7390.13,95.085,2.15
2018-07-19,1652.297,1222.97,2804.49,7352.36,95.164,2.17
2018-07-20,1654.167,1229.53,2801.83,7350.23,94.476,2.2
2018-07-23,1662.326,1224.5,2806.98,7371.78,94.632,2.21
2018-07-24,1648.779,1224.52,2820.4,7406.25,94.613,2.22
2018-07-25,1670.416,1231.63,2846.07,7508.59,94.233,2.25
2018-07-26,1659.991,1222.69,2837.44,7400.75,94.785,2.22
2018-07-27,1622.3,1224.22,2818.82,7296.78,94.669,2.24
2018-07-30,1587.888,1221.45,2802.6,7193.1,94.348,2.25
2018-07-31,1590.756,1224.15,2816.29,7231.98,94.554,2.24
2018-08-01,1593.792,1215.96,2813.36,7272.89,94.661,2.26
2018-08-02,1613.411,1207.83,2827.22,7372.15,95.17,2.25
2018-08-03,1618.503,1214.9,2840.35,7395.49,95.161,2.24
2018-08-06,1626.045,1207.64,2850.4,7439,95.358,2.24
2018-08-07,1637.137,1210.97,2858.45,7462.65,95.186,2.26
2018-08-08,1629.797,1213.88,2857.7,7469.55,95.092,2.24
2018-08-09,1640.914,1212.47,2853.58,7466.96,95.504,2.25
2018-08-10,1639.688,1210.57,2833.28,7408.3,96.357,2.2
2018-08-13,1636.436,1193.5,2821.93,7401.17,96.391,2.21
2018-08-14,1654.318,1194.09,2839.96,7447.17,96.731,2.19
2018-08-15,1642.951,1174.85,2818.37,7354.66,96.696,2.19
2018-08-16,1654.301,1174.16,2840.69,7374.3,96.645,2.19
2018-08-17,1667.878,1184.25,2850.13,7377.54,96.101,2.2
2018-08-20,1672.118,1190.48,2857.05,7371.42,95.9,2.19
2018-08-21,1674.422,1195.99,2862.96,7397.23,95.256,2.19
2018-08-22,1686.012,1195.8,2861.82,7424.6,95.146,2.2
2018-08-23,1686.297,1185.56,2856.98,7413.84,95.666,2.19
2018-08-24,1698.107,1205.35,2874.69,7485.4,95.146,2.19
2018-08-27,1701.858,1211.38,2896.74,7559.13,94.779,2.22
2018-08-28,1702.119,1201,2897.52,7570.25,94.72,2.23
2018-08-29,1709.674,1206.6,2914.04,7660.18,94.6,2.24
2018-08-30,1708.837,1199.98,2901.13,7642.67,94.723,2.21
2018-08-31,1716.649,1201.15,2901.52,7654.55,95.14,2.18
2018-09-03,1716.649,1201.27,2901.52,7654.55,95.14,2.18
2018-09-04,1726.381,1191.52,2896.72,7622.32,95.439,2.21
2018-09-05,1702.21,1196.73,2888.6,7523.26,95.184,2.2
2018-09-06,1705.669,1199.98,2878.05,7453.17,95.021,2.19
2018-09-07,1704.257,1196.93,2871.68,7430.26,95.365,2.22
2018-09-10,1707.876,1195.88,2877.13,7447.68,95.15,2.22
2018-09-11,1697.506,1198.59,2887.89,7507.87,95.249,2.23
2018-09-12,1704.09,1206.24,2888.92,7488.06,94.799,2.22
2018-09-13,1709.239,1201.47,2904.18,7561.69,94.518,2.22
2018-09-14,1715.695,1194.85,2904.98,7545.5,94.927,2.2
2018-09-17,1689.686,1201.46,2888.8,7434.73,94.496,2.21
2018-09-18,1703.986,1198.36,2904.31,7494.4,94.64,2.25
2018-09-19,1689.605,1204.04,2907.95,7490.32,94.537,2.28
2018-09-20,1701.918,1207.18,2930.75,7569.04,93.912,2.28
2018-09-21,1691.918,1200.04,2929.67,7531.07,94.22,2.28
2018-09-24,1686.919,1199.03,2919.37,7548.75,94.185,2.29
2018-09-25,1692.975,1201.22,2915.56,7563.19,94.133,2.27
2018-09-26,1675.819,1194.44,2905.97,7563.09,94.193,2.24
2018-09-27,1677.012,1182.83,2914,7629.57,94.894,2.26
2018-09-28,1675.995,1190.88,2913.98,7627.65,95.132,2.25
2018-10-01,1672.549,1188.99,2924.59,7645.45,95.298,2.24
2018-10-02,1665.579,1203.32,2923.43,7628.28,95.507,2.21
2018-10-03,1677.125,1197.35,2925.51,7637.43,95.762,2.25
2018-10-04,1657.972,1199.92,2901.61,7490,95.751,2.26
2018-10-05,1652.606,1203.63,2885.57,7399.01,95.624,2.27
2018-10-08,1630.083,1188.08,2884.43,7352.82,95.761,2.27
2018-10-09,1634.517,1189.77,2880.34,7371.62,95.668,2.29
2018-10-10,1573.256,1194.79,2785.68,7044.5,95.508,2.28
2018-10-11,1543.146,1224.09,2728.37,6964.03,95.017,2.25
2018-10-12,1571.164,1217.05,2767.13,7157.21,95.221,2.25
2018-10-15,1559.316,1227.06,2750.79,7068.67,95.059,2.26
2018-10-16,1609.008,1224.95,2809.92,7276.43,95.048,2.25
2018-10-17,1607.96,1222.29,2809.21,7278.63,95.575,2.26
2018-10-18,1585.357,1225.81,2768.78,7116.09,95.9,2.21
2018-10-19,1583.069,1226.49,2767.78,7107.23,95.713,2.24
2018-10-22,1579.73,1222.1,2755.88,7141.21,96.013,2.24
2018-10-23,1569.667,1230.3,2740.69,7118.67,95.961,2.24
2018-10-24,1523.322,1233.79,2656.1,6789.15,96.434,2.21
2018-10-25,1541.107,1232.17,2705.57,7016.39,96.679,2.19
2018-10-26,1513.12,1233.53,2658.69,6852.4,96.359,2.19
2018-10-29,1486.19,1229.42,2641.25,6713.9,96.579,2.2
2018-10-30,1511.985,1222.93,2682.63,6810.12,97.011,2.19
2018-10-31,1552.778,1214.76,2711.74,6967.1,97.127,2.2
2018-11-01,1567.176,1233.43,2740.37,7069.17,96.277,2.16
2018-11-02,1576.932,1232.89,2723.06,6965.29,96.542,2.21
2018-11-05,1571.078,1231.49,2738.31,6937.09,96.279,2.21
2018-11-06,1590.925,1227.19,2755.45,6988.85,96.317,2.22
2018-11-07,1622.002,1226.49,2813.89,7203.13,95.997,2.21
2018-11-08,1621.124,1224,2806.83,7158.59,96.724,2.22
2018-11-09,1600.282,1209.65,2781.01,7039.15,96.905,2.18
2018-11-12,1561.599,1200.37,2726.22,6829.1,97.542,2.18
2018-11-13,1561.81,1202.23,2722.18,6830.91,97.303,2.16
2018-11-14,1545.271,1210.88,2701.58,6769.87,96.803,2.15
2018-11-15,1578.251,1213.36,2730.2,6890.45,96.927,2.15
2018-11-16,1581.185,1223.36,2736.27,6867.02,96.465,2.16
2018-11-19,1534.067,1224.17,2690.73,6642.92,96.193,2.13
2018-11-20,1508.286,1221.66,2641.89,6526.96,96.836,2.12
2018-11-21,1524.042,1226.04,2649.93,6575.66,96.712,2.13
2018-11-22,1524.042,1228.64,2649.93,6575.66,96.712,2.13
2018-11-23,1518.08,1223.05,2632.56,6527.35,96.916,2.15
2018-11-26,1545.201,1222.4,2673.45,6678.34,97.074,2.14
2018-11-27,1540.4,1215.05,2682.17,6701.04,97.369,2.09
2018-11-28,1588.735,1221.23,2743.79,6913.33,96.786,2.14
2018-11-29,1574.344,1224.21,2737.76,6892.4,96.778,2.17
2018-11-30,1587.06,1220.52,2760.17,6949.01,97.272,2.17
2018-12-03,1595.348,1230.67,2790.37,7062.13,97.04,2.16
2018-12-04,1538.319,1238.54,2700.06,6795.21,96.965,2.14
2018-12-05,1538.319,1237.29,2700.06,6795.21,97.07,2.14
2018-12-06,1539.759,1237.78,2695.95,6838.85,96.81,2.11
2018-12-07,1509.36,1249.31,2633.08,6613.28,96.514,2.1
2018-12-10,1511.389,1244.46,2637.72,6682.74,97.219,2.07
2018-12-11,1508.051,1243.25,2636.78,6704.24,97.388,2.04
2018-12-12,1524.207,1245.66,2651.07,6763.96,97.044,2.04
2018-12-13,1509.091,1241.99,2650.54,6767.97,97.064,2.04
2018-12-14,1484.326,1239.02,2599.95,6594.96,97.443,2.04
2018-12-17,1444.313,1245.85,2545.94,6448.39,97.1,2.04
2018-12-18,1443.332,1249.42,2546.16,6491.52,97.104,2.04
2018-12-19,1430.15,1243.08,2506.96,6342.97,97.035,2.04
2018-12-20,1408.068,1259.86,2467.42,6243.2,96.276,1.99
2018-12-21,1371.048,1256.94,2416.62,6046.56,96.956,1.99
2018-12-24,1344.704,1269.22,2351.1,5899.35,96.553,1.98
2018-12-25,1344.704,1268.54,2351.1,5899.35,96.581,1.98
2018-12-26,1411.625,1267.14,2467.7,6262.77,97.05,1.97
2018-12-27,1427.943,1275.71,2488.83,6288.3,96.481,1.95
2018-12-28,1421.529,1280.71,2485.74,6285.27,96.402,1.94
2018-12-31,1434.298,1282.49,2506.85,6329.96,96.173,1.91
2019-01-01,1434.298,1282.6,2506.85,6329.96,96.085,1.91
2019-01-02,1430.827,1284.59,2510.03,6360.87,96.819,1.91
2019-01-03,1390.005,1294.28,2447.89,6147.13,96.305,1.87
2019-01-04,1445.343,1286.05,2531.94,6422.67,96.179,1.94
2019-01-07,1457.739,1289.21,2549.69,6488.25,95.666,1.95
2019-01-08,1475.372,1285.39,2574.41,6551.85,95.903,1.98
2019-01-09,1491.537,1293.56,2584.96,6600.69,95.219,1.98
2019-01-10,1499.559,1286.65,2596.64,6620.94,95.539,1.97
2019-01-11,1498.761,1290.25,2596.26,6601.4,95.67,2
2019-01-14,1491.784,1291.72,2582.61,6541.04,95.61,1.98
2019-01-15,1510.042,1289.51,2610.3,6669.64,96.039,1.99
2019-01-16,1528.928,1293.67,2616.1,6668.56,96.059,2
