name.length,age,nationality,sex,school
22,20.23,Mexico,female,EN
20,21.20,Mexico,female,EN
25,20.49,Mexico,male,EN
32,21.14,Mexico,female,EN
21,20.36,Mexico,male,EN
31,20.59,Mexico,female,EN
29,20.23,Mexico,male,EN
25,21.10,Mexico,female,EN
19,19.32,Mexico,female,EN
23,19.32,Mexico,female,EN
17,19.93,Mexico,female,EN
18,23.37,Mexico,male,EN
25,24.53,Mexico,male,EN
22,21.55,Mexico,female,EN
16,20.63,Mexico,male,EN
28,20.96,Mexico,male,EN
23,23.10,Mexico,male,EN
16,20.00,Mexico,female,EN
21,23.71,Mexico,male,EN
31,22.94,Mexico,male,EN
17,21.39,Mexico,female,EN
28,21.91,Mexico,female,EN
14,22.37,Mexico,female,EN
22,21.28,Mexico,male,EN
22,21.39,Mexico,female,EN
27,25.76,Mexico,male,EN
27,21.99,Mexico,male,EN
18,21.32,Mexico,female,EN
26,22.09,Mexico,female,EN
21,20.45,Mexico,female,EN
25,20.93,Mexico,female,EN
20,21.30,Mexico,male,EN
25,21.40,Mexico,female,EN
25,20.62,Mexico,female,EN
23,21.10,Mexico,male,EN
17,20.62,Mexico,male,EN
29,20.16,Mexico,female,EN
22,21.14,Mexico,female,EN
23,22.02,Mexico,female,EN
22,20.72,Mexico,male,EN
24,23.99,Mexico,male,EN
21,20.14,Mexico,female,EN
17,20.89,Mexico,female,EN
18,20.63,Mexico,female,EN
29,21.34,Mexico,female,EN
17,20.33,Mexico,male,EN
22,20.80,Mexico,male,EN
16,19.82,Mexico,female,EN
23,19.33,Mexico,female,EN
27,19.19,Mexico,male,EN
24,19.51,Mexico,male,EN
17,19.55,Mexico,female,EN
26,19.61,Mexico,female,EN
22,29.81,Mexico,female,EN
26,22.86,Mexico,female,EN
21,22.55,Mexico,female,EN
23,23.16,Mexico,male,EN
25,23.24,Mexico,female,EN
23,23.01,Mexico,female,EN
23,22.15,Mexico,female,EN
21,21.43,Mexico,female,EN
22,21.90,Mexico,female,EN
20,21.27,Mexico,male,EN
29,21.80,Mexico,female,EN
21,21.64,Mexico,female,EN
24,21.54,Mexico,female,EN
23,21.99,Mexico,female,EN
18,21.83,Mexico,female,EN
30,21.62,Mexico,female,EN
29,21.88,Mexico,female,EN
21,21.42,Mexico,female,EN
26,20.71,Mexico,female,EN
22,20.75,Mexico,female,EN
19,20.34,Mexico,female,EN
24,20.51,Mexico,female,EN
18,20.94,Mexico,male,EN
21,20.77,Mexico,female,EN
17,21.14,Mexico,female,EN
27,21.21,Mexico,female,EN
20,19.65,Mexico,female,EN
26,19.68,Mexico,female,EN
22,19.81,Mexico,female,EN
17,23.33,Mexico,female,EN
18,19.26,Mexico,female,EN
21,19.95,Mexico,female,EN
29,21.50,Mexico,male,EN
29,21.81,Mexico,female,EN
22,21.37,Mexico,female,EN
30,22.10,Mexico,female,EN
17,21.70,Mexico,female,EN
25,21.53,South America,male,EN
25,21.38,Mexico,female,EN
30,21.63,Mexico,female,EN
29,22.03,Mexico,female,EN
25,22.19,Mexico,male,EN
16,21.34,Mexico,female,EN
27,21.98,South America,male,EN
25,22.56,Mexico,male,EN
22,20.41,Mexico,female,EN
17,20.93,Mexico,female,EN
28,21.07,Mexico,male,EN
20,22.03,Mexico,male,EN
21,20.22,Mexico,female,EN
21,22.34,Mexico,female,EN
24,20.68,Mexico,female,EN
21,22.76,Mexico,male,EN
26,21.26,Mexico,female,EN
20,19.37,Mexico,female,EN
21,21.06,Mexico,female,EN
21,19.96,Mexico,female,EN
24,19.84,Mexico,female,EN
24,19.61,Mexico,female,EN
22,19.77,Mexico,female,EN
19,23.19,Mexico,female,EN
24,21.54,Mexico,male,EN
28,22.60,Mexico,male,EN
24,22.17,Mexico,male,EN
27,19.46,Mexico,female,EN
28,19.62,Mexico,male,EN
25,19.13,Mexico,male,EN
27,22.33,Mexico,male,EN
21,21.54,Mexico,male,EN
20,20.45,Mexico,male,EN
14,20.31,Mexico,male,EN
31,19.75,Mexico,female,EN
17,19.50,Mexico,male,EN
18,19.52,Mexico,male,EN
28,21.38,Mexico,male,EN
29,19.59,Mexico,female,EN
22,19.19,Mexico,male,EN
18,20.00,Mexico,female,EN
16,19.22,Mexico,male,EN
21,20.08,Mexico,female,EN
30,19.78,Mexico,female,EN
20,18.57,Mexico,female,EN
27,19.23,Mexico,female,EN
20,18.70,Mexico,female,EN
20,19.22,Mexico,female,EN
30,20.10,Mexico,female,EN
19,18.93,Mexico,male,EN
18,19.79,Mexico,female,EN
21,19.35,Mexico,female,EN
18,18.65,Mexico,female,EN
25,18.36,Mexico,female,EN
19,19.08,Mexico,male,EN
23,18.60,Mexico,female,EN
20,19.11,Mexico,male,EN
19,19.05,Mexico,male,EN
23,19.05,Mexico,male,EN
23,18.89,Mexico,male,EN
28,18.42,Mexico,male,EN
18,19.09,Mexico,female,EN
23,18.92,Mexico,male,EN
20,18.40,Mexico,female,EN
27,19.70,Mexico,female,EN
23,18.86,Mexico,female,EN
28,18.80,Mexico,female,EN
20,18.50,Mexico,male,EN
20,18.99,Mexico,female,EN
28,18.19,Mexico,male,EN
22,18.20,Mexico,male,EN
22,18.41,Mexico,male,EN
21,18.23,Mexico,female,EN
26,18.80,Mexico,female,EN
25,18.80,Mexico,female,EN
24,18.64,Mexico,male,EN
23,18.94,Mexico,male,EN
18,18.84,Mexico,female,EN
16,18.74,Mexico,male,EN
19,18.89,Mexico,male,EN
21,18.90,Mexico,male,EN
18,18.20,Mexico,male,EN
24,20.03,Mexico,male,EN
23,18.27,Mexico,female,EN
14,18.54,Mexico,male,EN
24,18.75,Mexico,female,EN
24,18.34,Mexico,female,EN
31,18.92,Mexico,female,EN
27,18.34,Mexico,female,EN
19,19.07,Mexico,male,EN
24,18.38,Mexico,male,EN
30,19.79,Mexico,female,EN
26,20.17,Mexico,female,EN
24,18.81,Mexico,female,EN
31,18.17,Mexico,male,EN
32,18.49,Mexico,female,EN
16,18.26,Mexico,male,EN
20,18.71,Mexico,female,EN
19,19.35,Mexico,female,EN
27,18.94,Mexico,female,EN
21,18.73,Mexico,female,EN
23,19.46,Mexico,male,EN
23,18.44,Mexico,male,EN
26,19.00,Mexico,male,EN
24,18.67,Mexico,female,EN
26,18.93,Mexico,female,EN
21,18.22,Mexico,female,EN
19,18.25,Mexico,male,EN
17,19.04,Mexico,female,EN
20,18.26,Mexico,female,EN
19,18.66,Mexico,female,EN
22,18.41,Mexico,female,EN
17,18.90,Mexico,female,EN
19,18.46,Mexico,female,EN
26,19.86,Mexico,male,EN
23,20.31,Mexico,female,EN
27,19.33,Mexico,female,EN
27,21.89,Mexico,female,EN
18,18.46,Mexico,female,EN
24,18.85,Mexico,female,EN
17,21.58,Mexico,female,EN
16,22.97,Mexico,female,EN
26,19.81,Mexico,female,EN
16,18.73,Mexico,female,EN
25,18.70,Mexico,male,EN
30,19.91,Mexico,female,EN
22,18.68,Mexico,female,EN
22,18.41,Mexico,female,EN
18,22.06,Mexico,female,EHE
22,21.41,Mexico,female,EHE
18,21.66,Mexico,male,EIC
17,23.53,Mexico,female,EAAD
23,21.08,Mexico,female,EAAD
31,22.90,Mexico,female,ECSG
24,20.47,Mexico,female,ECSG
19,20.63,Mexico,female,EHE
27,21.05,Mexico,male,EHE
24,21.69,Mexico,female,EHE
26,21.23,Mexico,female,EIC
17,23.07,Mexico,male,EIC
23,20.92,Mexico,female,EIC
29,22.61,Mexico,female,EIC
19,22.10,Mexico,female,EIC
22,26.26,Mexico,male,EMCS
25,20.62,Mexico,female,EN
21,20.45,South America,male,EN
26,20.59,Mexico,female,EN
27,20.32,Mexico,female,EN
20,22.32,Mexico,male,EHE
22,21.66,Mexico,female,EIC
29,21.47,Mexico,female,EIC
27,22.26,Mexico,female,EAAD
17,21.01,Mexico,female,EHE
20,20.10,Mexico,male,EIC
26,22.72,Mexico,female,EIC
23,20.69,Mexico,female,EIC
23,22.26,Mexico,male,EIC
18,19.53,Mexico,female,EMCS
19,21.87,Mexico,female,EMCS
27,20.50,Mexico,female,EN
25,19.60,Mexico,female,EN
19,22.21,Mexico,male,EN
23,20.57,Mexico,female,EN
23,21.41,Mexico,female,EN
24,20.89,Mexico,male,EN
26,20.22,Mexico,male,EN
20,22.32,Mexico,female,EAAD
25,22.33,Mexico,female,EAAD
23,22.80,Mexico,female,EAAD
18,21.47,Mexico,female,EAAD
22,22.05,Mexico,male,EAAD
24,20.32,Mexico,male,EAAD
22,23.70,Mexico,male,EAAD
27,20.26,Mexico,female,ECSG
32,21.78,Mexico,male,ECSG
20,20.31,Mexico,male,ECSG
23,22.04,Mexico,male,ECSG
19,22.08,Mexico,female,ECSG
17,21.46,Mexico,female,ECSG
26,22.50,South America,male,EHE
18,20.40,Mexico,female,EHE
18,20.76,Mexico,female,EHE
15,21.32,Mexico,male,EHE
23,22.21,Mexico,male,EHE
27,22.26,Mexico,male,EHE
24,19.68,Mexico,female,EIC
24,22.38,Mexico,male,EIC
22,19.94,Mexico,female,EIC
27,22.51,Mexico,male,EIC
29,21.57,Mexico,male,EIC
21,22.75,Mexico,male,EIC
18,22.09,Mexico,male,EIC
23,21.92,Mexico,male,EIC
26,20.74,Mexico,male,EIC
35,19.55,Mexico,male,EIC
25,23.42,Mexico,male,EIC
15,22.18,Mexico,male,EIC
21,22.49,Mexico,female,EIC
30,21.40,Mexico,male,EIC
21,21.91,Mexico,female,EIC
17,19.90,Mexico,male,EIC
19,22.17,Mexico,male,EIC
22,22.28,Mexico,male,EIC
20,24.31,Mexico,male,EIC
23,20.74,Mexico,female,EIC
20,20.06,Mexico,male,EIC
20,22.03,Mexico,female,EIC
22,21.39,Mexico,male,EIC
23,21.17,Mexico,male,EIC
21,21.66,Mexico,female,EIC
20,21.30,Mexico,male,EIC
25,19.70,Mexico,male,EIC
16,23.26,Mexico,male,EIC
24,20.88,Mexico,male,EIC
28,20.11,Mexico,male,EIC
19,21.61,Mexico,male,EIC
22,20.43,Mexico,female,EIC
20,20.79,Mexico,male,EIC
25,22.95,Mexico,male,EIC
21,21.37,Mexico,male,EIC
29,20.58,Mexico,female,EIC
26,19.32,Mexico,male,EIC
25,19.52,Mexico,male,EIC
25,19.77,Mexico,female,EIC
28,21.58,Mexico,male,EIC
23,21.64,Mexico,male,EIC
17,21.09,North America,male,EIC
24,20.92,Mexico,male,EIC
31,21.04,Mexico,female,EIC
19,20.69,Mexico,male,EIC
26,19.63,Mexico,female,EIC
26,21.05,Mexico,male,EIC
21,21.91,Mexico,female,EIC
21,20.89,Mexico,male,EIC
29,21.91,Mexico,male,EIC
18,21.78,Mexico,male,EIC
29,21.59,Mexico,male,EIC
21,20.21,Europe,male,EIC
28,23.27,Mexico,male,EIC
22,19.66,Mexico,male,EIC
27,21.96,Mexico,female,EIC
23,21.07,Mexico,female,EIC
25,20.55,Mexico,male,EIC
19,21.44,Mexico,male,EIC
22,22.29,Mexico,male,EIC
11,21.48,North America,male,EIC
30,19.96,Mexico,male,EIC
24,22.39,Mexico,female,EMCS
19,21.75,Mexico,male,EN
24,22.40,Mexico,male,EN
24,22.26,Mexico,female,EN
25,22.43,Mexico,female,EN
29,20.55,Mexico,female,EN
25,21.48,Mexico,male,EN
20,22.15,North America,male,EN
19,21.98,Mexico,male,EN
25,20.65,Mexico,female,EN
21,20.62,Mexico,male,EN
23,20.93,Mexico,male,EN
27,20.05,Mexico,male,EN
18,21.47,Mexico,female,EN
26,22.00,Mexico,male,EN
24,19.70,Mexico,male,EN
25,20.41,Mexico,male,EN
27,22.88,Mexico,male,EN
19,19.93,Mexico,male,EN
15,23.75,Mexico,female,ECSG
21,23.30,Mexico,male,EIC
26,21.25,Mexico,female,EIC
23,23.00,Mexico,male,EIC
27,23.25,Mexico,male,EIC
18,21.51,Mexico,male,EIC
25,23.01,Mexico,male,EIC
21,23.74,Mexico,female,EMCS
19,21.83,Mexico,female,EN
19,21.22,Mexico,male,EN
24,22.33,Mexico,male,EN
21,22.42,Mexico,male,EN
23,23.31,Mexico,male,EN
21,21.95,Mexico,female,EN
25,22.79,Mexico,male,EN
19,22.54,Mexico,male,EN
26,23.38,Mexico,female,EN
23,22.72,Mexico,female,EN
26,22.15,Mexico,male,EAAD
28,24.84,Mexico,female,EAAD
28,22.86,Mexico,female,EAAD
32,22.20,Mexico,male,EAAD
17,22.58,Mexico,female,EAAD
27,20.99,Mexico,female,EAAD
22,20.08,Mexico,female,EAAD
25,22.09,Mexico,female,EAAD
24,19.75,Mexico,male,EAAD
26,24.54,Mexico,male,ECSG
19,23.02,Mexico,male,EHE
20,21.34,Mexico,female,EHE
22,19.83,Mexico,male,EHE
22,21.95,Mexico,female,EHE
27,22.26,Mexico,male,EHE
22,22.68,Mexico,male,EHE
25,20.57,Mexico,male,EHE
23,22.11,Mexico,male,EIC
23,21.38,Mexico,male,EIC
17,21.96,Mexico,female,EIC
21,22.01,Mexico,male,EIC
26,23.54,Mexico,male,EIC
20,21.47,Mexico,male,EIC
23,20.19,Mexico,male,EIC
20,20.86,Mexico,male,EIC
26,20.77,Mexico,male,EIC
25,22.22,Mexico,female,EIC
24,20.80,Mexico,male,EIC
17,19.89,Mexico,male,EIC
16,19.97,Mexico,male,EIC
17,22.29,Mexico,male,EIC
20,21.98,Mexico,male,EIC
24,21.37,Mexico,male,EIC
17,21.27,Mexico,female,EIC
21,21.27,Mexico,female,EIC
21,20.65,Mexico,female,EIC
31,22.21,Mexico,male,EIC
21,19.21,Mexico,female,EIC
18,20.35,Mexico,male,EIC
28,23.73,Mexico,male,EIC
19,21.48,Mexico,male,EIC
25,21.42,Mexico,male,EIC
27,21.00,Mexico,male,EIC
22,19.71,Mexico,male,EIC
28,19.86,Mexico,male,EIC
25,22.20,Mexico,male,EIC
22,20.49,Mexico,male,EIC
24,21.08,Mexico,male,EIC
27,19.64,Mexico,female,EIC
24,21.17,Mexico,female,EIC
18,19.75,Mexico,male,EIC
25,22.47,Mexico,male,EIC
26,21.47,Mexico,male,EIC
29,20.93,Mexico,female,EIC
25,19.96,Mexico,female,EIC
22,20.61,Mexico,male,EIC
31,21.00,Mexico,male,EIC
17,20.67,Mexico,male,EIC
17,19.81,Mexico,male,EIC
26,22.86,Mexico,male,EIC
23,19.24,Mexico,male,EIC
22,20.47,Mexico,male,EIC
24,21.19,Mexico,male,EIC
22,22.35,Mexico,male,EIC
27,19.65,Mexico,female,EIC
20,21.12,Mexico,female,EIC
19,19.46,Mexico,female,EIC
21,20.63,Mexico,female,EN
18,20.99,Mexico,female,EN
25,19.56,Mexico,female,EN
24,22.67,Mexico,male,EN
28,21.97,Mexico,male,EN
18,21.87,Mexico,male,EN
17,21.08,Mexico,female,EN
20,21.39,Mexico,male,EN
14,24.16,Mexico,female,EN
27,20.91,Mexico,male,EN
28,22.98,Mexico,female,EN
20,21.81,Mexico,female,EN
26,19.16,Mexico,male,EN
15,21.86,Mexico,male,EN
18,22.57,Mexico,male,EN
23,22.19,Mexico,male,EN
23,21.79,Mexico,male,EN
19,20.36,Mexico,male,EN
25,19.43,Mexico,male,EN
25,20.70,Mexico,male,EN
18,20.96,Mexico,female,EN
27,22.08,Mexico,male,EN
25,21.73,Mexico,female,EN
25,20.50,Mexico,female,EN
19,20.61,Mexico,female,EN
20,19.72,Mexico,male,EN
22,22.08,Mexico,female,EN
15,22.25,Mexico,male,EN
22,22.92,Mexico,male,EAAD
26,23.35,Mexico,male,EAAD
20,20.61,Mexico,female,EAAD
30,21.44,Mexico,male,EAAD
28,21.38,Mexico,female,EAAD
18,20.27,Mexico,female,EAAD
18,23.12,Mexico,female,EAAD
23,22.33,South America,female,EAAD
27,22.54,Mexico,female,EAAD
20,21.40,Mexico,female,EAAD
24,22.22,Mexico,female,EAAD
17,23.88,Mexico,male,EAAD
21,22.24,Mexico,male,EAAD
24,21.66,Mexico,female,EAAD
23,23.40,Mexico,male,ECSG
18,20.65,Mexico,male,ECSG
27,21.03,Mexico,female,ECSG
24,21.02,Mexico,female,ECSG
21,25.19,North America,male,ECSG
20,22.62,Mexico,female,ECSG
22,24.14,Mexico,female,ECSG
20,20.39,Mexico,male,ECSG
20,19.98,Mexico,male,ECSG
16,23.07,Mexico,male,ECSG
20,23.50,Mexico,male,ECSG
18,22.54,Mexico,male,ECSG
18,20.48,Mexico,male,ECSG
17,19.48,Mexico,female,ECSG
20,19.36,Mexico,female,ECSG
19,21.18,Mexico,female,ECSG
28,21.09,Mexico,female,ECSG
29,20.65,Mexico,female,ECSG
20,22.27,Mexico,female,EHE
30,21.81,Mexico,male,EHE
14,20.54,North America,female,EHE
15,20.97,Mexico,female,EHE
20,21.45,Mexico,female,EHE
17,22.42,Mexico,female,EHE
30,20.52,Mexico,male,EHE
22,22.44,Mexico,female,EHE
29,21.66,North America,male,EHE
22,22.07,Mexico,male,EHE
22,22.10,Mexico,female,EIC
21,20.90,Mexico,female,EIC
24,21.10,Mexico,female,EIC
26,19.83,Mexico,male,EIC
25,22.74,Mexico,male,EIC
26,21.82,Mexico,male,EIC
22,21.92,Mexico,male,EIC
18,20.34,Mexico,male,EIC
26,20.15,Mexico,male,EIC
25,19.48,Mexico,male,EIC
26,23.11,Mexico,male,EIC
20,21.43,Mexico,female,EIC
19,20.79,Mexico,male,EIC
20,21.00,Mexico,male,EIC
20,19.48,Mexico,male,EIC
27,21.65,Mexico,male,EIC
18,22.94,Mexico,male,EIC
19,21.65,Mexico,male,EIC
18,21.58,Mexico,male,EIC
23,21.88,Mexico,female,EIC
22,21.26,Mexico,female,EIC
22,19.61,North America,male,EIC
16,22.25,Mexico,female,EIC
18,20.97,Mexico,female,EIC
30,22.37,Mexico,male,EIC
21,21.37,Mexico,female,EIC
25,23.09,Mexico,female,EIC
27,20.91,Mexico,male,EIC
29,21.33,Mexico,male,EIC
19,20.41,Mexico,male,EIC
24,20.36,Mexico,male,EIC
24,22.76,Mexico,male,EIC
17,21.66,Mexico,male,EIC
27,20.22,Mexico,male,EIC
28,22.18,Mexico,male,EIC
29,21.92,Mexico,female,EIC
13,21.66,Mexico,male,EIC
19,21.35,Mexico,male,EIC
19,20.43,Mexico,male,EIC
25,21.92,Mexico,male,EIC
21,21.24,Mexico,male,EIC
22,22.07,Mexico,female,EIC
24,20.39,Mexico,female,EIC
32,22.77,Mexico,male,EIC
21,22.02,Mexico,male,EIC
20,21.12,Mexico,female,EIC
21,21.28,Mexico,male,EIC
27,20.90,Mexico,male,EIC
27,20.46,Mexico,male,EIC
21,23.33,Mexico,male,EIC
27,21.75,Mexico,male,EIC
24,20.28,Mexico,male,EIC
23,24.05,Mexico,female,EIC
19,20.48,Mexico,male,EIC
20,21.36,North America,male,EIC
27,22.23,Mexico,female,EIC
20,21.63,Mexico,female,EIC
20,21.86,Mexico,male,EIC
32,20.62,Mexico,male,EIC
24,21.01,Mexico,female,EMCS
29,20.63,Mexico,male,EMCS
23,23.19,Mexico,female,EMCS
23,21.64,Mexico,male,EMCS
24,20.47,Mexico,female,EMCS
23,20.71,Mexico,male,EMCS
25,21.80,Mexico,male,EMCS
19,21.39,Mexico,male,EMCS
29,22.20,Mexico,male,EMCS
15,21.62,Mexico,male,EMCS
27,21.90,Mexico,male,EMCS
19,21.20,Mexico,male,EMCS
23,21.63,Mexico,female,EMCS
20,21.91,Mexico,female,EMCS
20,21.36,Mexico,male,EMCS
19,20.51,Mexico,female,EMCS
25,21.98,Mexico,male,EMCS
29,20.85,Mexico,female,EMCS
28,20.97,North America,female,EMCS
18,20.86,Mexico,female,EMCS
27,21.48,Mexico,female,EMCS
26,20.43,Mexico,male,EMCS
23,20.79,North America,male,EMCS
30,21.25,South America,female,EMCS
19,21.56,Mexico,male,EMCS
23,21.65,Mexico,male,EMCS
23,21.52,Mexico,male,EMCS
21,20.68,Mexico,female,EMCS
24,21.60,Mexico,male,EMCS
18,20.70,Mexico,female,EMCS
20,21.16,Mexico,female,EMCS
22,20.69,Mexico,male,EMCS
24,20.53,Mexico,male,EMCS
23,20.46,Mexico,female,EMCS
23,21.14,Mexico,female,EMCS
19,22.44,Mexico,male,EMCS
16,21.71,Mexico,female,EMCS
26,37.80,Mexico,female,EMCS
20,22.60,North America,female,EN
22,20.82,Mexico,male,EN
26,20.90,Mexico,male,EN
17,21.40,Mexico,male,EN
27,21.31,Mexico,female,EN
28,21.32,Mexico,male,EN
18,23.97,Mexico,female,EN
20,22.36,Mexico,male,EN
29,22.12,Mexico,male,EN
19,21.77,Mexico,female,EN
18,21.60,Mexico,male,EN
28,21.16,North America,male,EN
27,21.92,Mexico,male,EN
27,20.90,Mexico,male,EN
25,21.28,Mexico,male,EN
19,20.49,Mexico,male,EN
21,20.97,Mexico,male,EN
22,20.79,Mexico,male,EN
22,21.33,Mexico,female,EN
30,21.76,Mexico,female,EN
27,22.31,Mexico,female,EN
19,22.51,Mexico,male,EN
17,23.83,Mexico,male,EN
18,20.79,Mexico,female,EN
29,22.12,Mexico,female,EN
24,20.63,Mexico,male,EN
23,30.40,Mexico,male,EN
26,23.24,North America,male,EN
20,23.65,North America,male,EN
20,21.78,Mexico,male,EN
22,21.95,Mexico,male,EN
22,22.39,Mexico,male,EN
19,21.71,Mexico,female,EN
24,22.56,Mexico,male,EN
25,21.52,Mexico,female,EN
23,21.30,Mexico,male,EN
19,20.11,Mexico,male,EN
27,21.59,Mexico,female,EN
28,21.11,Mexico,male,EN
17,19.82,Mexico,male,EN
19,19.89,North America,male,EN
28,22.35,Mexico,male,EN
24,22.57,Mexico,male,EN
25,21.84,Mexico,male,EN
24,20.76,Mexico,female,EN
23,21.48,Mexico,male,EN
24,21.02,Mexico,female,EN
21,22.80,Mexico,female,EN
29,22.26,South America,female,EN
23,21.23,Mexico,female,EN
21,21.32,Mexico,female,EN
25,22.18,Mexico,female,EN
25,21.92,Mexico,female,EN
27,20.40,Mexico,female,EN
31,21.90,Mexico,female,EN
30,20.91,Mexico,female,EN
21,19.67,Mexico,female,EN
18,21.57,Mexico,male,EN
27,19.31,Mexico,male,EN
25,21.45,Mexico,female,EN
26,20.93,Mexico,male,EN
21,19.00,Mexico,male,EN
23,18.83,Mexico,male,EN
26,21.07,Mexico,male,EAAD
27,20.64,Mexico,male,EAAD
27,22.46,South America,female,EAAD
32,19.14,Mexico,female,EAAD
30,23.61,Mexico,female,EAAD
23,21.17,Mexico,male,EAAD
31,20.47,South America,female,EAAD
27,23.64,Mexico,male,EAAD
25,21.10,Mexico,male,EAAD
19,23.06,Mexico,male,ECSG
28,22.07,Mexico,female,EHE
20,22.09,Mexico,male,EHE
26,24.30,Mexico,female,EHE
28,21.79,Mexico,female,EHE
23,21.39,Mexico,male,EHE
20,22.31,Mexico,male,EHE
21,19.06,Mexico,female,EIC
21,20.91,South America,female,EIC
26,20.22,Mexico,female,EIC
19,22.01,Mexico,female,EIC
24,22.01,Mexico,male,EIC
29,19.82,Mexico,female,EIC
17,22.25,Mexico,male,EIC
22,21.92,Mexico,male,EIC
21,23.01,Mexico,male,EIC
26,21.56,Mexico,male,EIC
24,21.47,Mexico,male,EIC
31,20.34,Mexico,male,EIC
26,20.21,Mexico,male,EIC
22,22.29,Mexico,male,EIC
25,21.93,Mexico,male,EIC
29,21.30,Mexico,male,EIC
23,23.12,Mexico,female,EIC
28,22.13,Mexico,male,EIC
22,22.25,Mexico,male,EIC
18,22.51,Mexico,female,EIC
27,22.31,Mexico,male,EIC
25,21.56,Mexico,female,EIC
22,22.13,Mexico,male,EIC
17,22.79,Mexico,male,EIC
25,24.80,Mexico,male,EIC
18,19.24,Mexico,male,EIC
18,19.64,Mexico,male,EIC
16,24.72,Mexico,male,EIC
24,21.71,Mexico,male,EIC
20,20.47,Mexico,female,EIC
23,20.96,Mexico,male,EIC
23,22.78,Mexico,male,EIC
25,21.68,South America,male,EIC
20,22.03,Mexico,male,EIC
23,21.16,Mexico,female,EIC
24,22.04,Mexico,male,EIC
19,21.97,Mexico,female,EIC
25,21.49,South America,male,EIC
23,23.11,Mexico,male,EIC
19,22.68,Mexico,male,EIC
30,24.14,Mexico,male,EIC
20,21.18,Mexico,female,EIC
23,22.24,Mexico,male,EIC
26,21.72,Mexico,male,EIC
18,21.61,Mexico,male,EIC
23,21.11,Mexico,female,EIC
19,21.06,Mexico,male,EIC
21,20.03,Mexico,female,EIC
31,23.35,Mexico,female,EIC
26,21.49,Mexico,female,EIC
24,20.82,Mexico,male,EIC
28,21.89,Mexico,male,EIC
19,22.83,Mexico,male,EIC
22,22.01,Mexico,female,EMCS
27,21.63,Mexico,female,EMCS
29,21.98,Mexico,female,EMCS
22,20.27,Mexico,female,EMCS
22,21.63,Mexico,female,EMCS
26,21.02,Mexico,female,EMCS
30,20.15,Mexico,female,EMCS
24,20.85,Mexico,female,EMCS
17,21.63,Mexico,male,EMCS
28,22.89,Mexico,female,EMCS
19,21.32,Mexico,female,EMCS
27,22.58,Mexico,female,EMCS
19,22.93,Mexico,male,EMCS
16,20.50,Mexico,female,EMCS
16,20.47,Mexico,male,EN
28,22.58,Mexico,male,EN
24,21.33,Mexico,male,EN
22,20.11,Mexico,female,EN
26,21.54,Mexico,male,EN
18,21.62,Mexico,male,EN
15,19.14,Mexico,female,EN
17,21.24,Mexico,male,EN
25,20.62,Mexico,female,EN
25,22.47,Mexico,male,EN
18,23.20,Mexico,male,EN
26,21.22,Mexico,female,EN
23,22.27,Mexico,male,EN
25,20.68,Mexico,female,EN
24,21.41,Mexico,male,EN
23,22.24,Mexico,female,EAAD
22,19.38,Mexico,female,EAAD
20,22.27,Mexico,female,EAAD
28,21.84,Mexico,male,EAAD
25,20.62,Mexico,female,ECSG
23,21.71,Mexico,male,ECSG
25,23.99,Mexico,female,ECSG
29,22.25,Mexico,male,ECSG
23,20.46,South America,female,ECSG
22,21.34,Mexico,male,EHE
18,20.39,Mexico,female,EIC
25,22.56,Mexico,male,EIC
27,19.55,Mexico,male,EIC
22,21.64,Mexico,male,EIC
17,21.20,Mexico,female,EIC
25,20.76,North America,male,EIC
24,22.89,Mexico,male,EIC
17,22.95,North America,female,EIC
21,21.86,Mexico,male,EIC
24,20.17,Mexico,male,EIC
23,19.86,Mexico,male,EIC
17,19.95,Mexico,female,EIC
24,21.54,Mexico,male,EIC
22,21.66,Mexico,male,EIC
25,19.91,Mexico,male,EIC
21,21.97,North America,male,EIC
28,21.92,Mexico,female,EIC
23,21.98,Mexico,female,EN
28,22.00,Mexico,female,EN
23,20.28,Mexico,female,EN
23,20.99,Mexico,female,EN
26,20.53,Mexico,female,EN
24,19.24,Mexico,female,EN
26,21.62,Mexico,male,EN
22,21.42,Mexico,female,EN
22,22.09,Mexico,female,EN
20,21.34,Mexico,male,EN
23,20.84,Mexico,male,EN
25,20.62,Mexico,female,EN
23,21.28,Mexico,male,EN
23,21.82,Mexico,male,EN
26,20.57,Mexico,male,EN
23,22.31,Mexico,male,EN
24,21.51,Mexico,female,EN
25,21.69,Mexico,female,EN
26,20.93,Mexico,male,EN
29,19.90,Mexico,male,EN
27,24.16,Mexico,female,EN
16,20.67,Mexico,female,EN
27,20.18,Mexico,female,EN
17,22.25,Mexico,female,EN
21,22.34,Mexico,female,EN
21,20.89,Mexico,female,EN
24,20.28,Mexico,male,EN
26,19.38,Mexico,female,EN
13,21.78,Mexico,female,EN
28,21.82,Mexico,female,EN
12,21.26,North America,female,EN
28,20.61,Mexico,female,EN
23,19.89,Mexico,female,EN
28,23.35,Mexico,male,EN
19,22.61,Mexico,female,EN
19,19.75,Mexico,male,EN
22,20.62,Mexico,female,EAAD
24,22.35,Mexico,female,EHE
18,21.87,Mexico,male,EHE
24,22.60,Mexico,female,EIC
27,21.62,Mexico,male,EIC
17,21.26,Mexico,female,EIC
27,21.98,Mexico,male,EIC
24,19.16,Mexico,female,EIC
21,21.85,Mexico,male,EIC
