clave.uf,nombre.uf,disciplina,unidades,creditos,horas.clase,horas.laboratorio,horas.atencion
NN2004B,Diseño y evaluación de emprendimientos de base tecnológica,NN,10.7,4,12,0,16
WKNN2001S,SEMANA 18 ENFOQUE IID-5,WK,0,0,0,0,20
NN2008,Análisis de factibilidad y viabilidad de proyectos de innovación,NN,2.7,1,3,0,3
IN1002B,Desarrollo de proyectos de análisis de datos,IN,8,3,9,0,12
IN2002S,Visualización estratégica de datos,IN,0,0,0,0,20
IN2041,Mejora de procesos con métodos heurísticos y metaheurísticos,IN,2.7,1,3,0,4
WKII2002S,Semana 18 Enfoque IIS-4,WK,0,0,0,0,20
IN2039,Visualización de datos para la toma de decisiones,IN,2.7,1,3,0,4
IN2039,Visualización de datos para la toma de decisiones,IN,2.7,1,3,0,4
IN2039,Visualización de datos para la toma de decisiones,IN,2.7,1,3,0,4
IN3074,Estancia profesional,IN,48,18,18,0,24
IN2041,Mejora de procesos con métodos heurísticos y metaheurísticos,IN,2.7,1,3,0,4
IN3074,Estancia profesional,IN,48,18,18,0,24
IN2040,Optimización de procesos organizacionales,IN,2.7,1,3,0,4
IN2041,Mejora de procesos con métodos heurísticos y metaheurísticos,IN,2.7,1,3,0,4
IN3074,Estancia profesional,IN,48,18,18,0,24
IN1002B,Desarrollo de proyectos de análisis de datos,IN,8,3,9,0,12
IN2032,Análisis estadístico de datos,IN,2.7,1,3,0,4
IN2032,Análisis estadístico de datos,IN,2.7,1,3,0,4
IN2039,Visualización de datos para la toma de decisiones,IN,2.7,1,3,0,4
IN2039,Visualización de datos para la toma de decisiones,IN,2.7,1,3,0,4
IN3040,Sistemas de innovación tecnológica,IN,8,3,3,0,3
IN3038,Laboratorio de diseño y optimización de operaciones,IN,4,1.5,0,3,3
IN3038,Laboratorio de diseño y optimización de operaciones,IN,4,1.5,0,3,3
IN3038,Laboratorio de diseño y optimización de operaciones,IN,4,1.5,0,3,3
WKNN2002S,Semana 18 Enfoque IID-4,WK,0,0,0,0,20
WKNN2002S,Semana 18 Enfoque IID-4,WK,0,0,0,0,20
WKNN2003S,EVALUACIÓN ETAPA INTERMEDIA - IID,WK,0,0,0,0,20
NN2004B,Diseño y evaluación de emprendimientos de base tecnológica,NN,10.7,4,12,0,16
IN3074,Estancia profesional,IN,48,18,18,0,24
IN1002B,Desarrollo de proyectos de análisis de datos,IN,8,3,9,0,12
IN2039,Visualización de datos para la toma de decisiones,IN,2.7,1,3,0,4
IN2039,Visualización de datos para la toma de decisiones,IN,2.7,1,3,0,4
IN2039,Visualización de datos para la toma de decisiones,IN,2.7,1,3,0,4
WKII2002S,Semana 18 Enfoque IIS-4,WK,0,0,0,0,20
IN2039,Visualización de datos para la toma de decisiones,IN,2.7,1,3,0,4
IN3043,Estrategias de administración de la calidad,IN,8,3,3,0,3
IN3039,Metodologías para la solución de problemas,IN,8,3,3,0,3
IN3039,Metodologías para la solución de problemas,IN,8,3,3,0,3
IN3039,Metodologías para la solución de problemas,IN,8,3,3,0,3
IN2028,Sistemas de conocimiento en las organizaciones,IN,8,3,3,0,3
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3044,Proyecto de ingeniería industrial y de sistemas,IN,8,3,3,0,3
IN2001S,Toma de decisiones en entornos complejos,IN,0,0,0,0,20
IN2001S,Toma de decisiones en entornos complejos,IN,0,0,0,0,20
IN4027,Ciencia de datos e inferencia estadística,IN,12,3,3,0,3
IN4027,Ciencia de datos e inferencia estadística,IN,12,3,3,0,3
IN1002B,Desarrollo de proyectos de análisis de datos,IN,8,3,9,0,12
IN1002B,Desarrollo de proyectos de análisis de datos,IN,8,3,9,0,12
IN3040,Sistemas de innovación tecnológica,IN,8,3,3,0,3
IN2041,Mejora de procesos con métodos heurísticos y metaheurísticos,IN,2.7,1,3,0,4
IN2039,Visualización de datos para la toma de decisiones,IN,2.7,1,3,0,4
IN2040,Optimización de procesos organizacionales,IN,2.7,1,3,0,4
WKII3001S,Semana 18 Especialización IIS-7,WK,0,0,0,0,20
WKII2001S,SEMANA 18 ENFOQUE IIS-5,WK,0,0,0,0,20
WKII2002S,Semana 18 Enfoque IIS-4,WK,0,0,0,0,20
IN2040,Optimización de procesos organizacionales,IN,2.7,1,3,0,4
IN2040,Optimización de procesos organizacionales,IN,2.7,1,3,0,4
IN2040,Optimización de procesos organizacionales,IN,2.7,1,3,0,4
IN2040,Optimización de procesos organizacionales,IN,2.7,1,3,0,4
IN2040,Optimización de procesos organizacionales,IN,2.7,1,3,0,4
IN2041,Mejora de procesos con métodos heurísticos y metaheurísticos,IN,2.7,1,3,0,4
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN2006B,Análisis de la viabilidad de proyectos con perspectiva sistémica,IN,10.7,4,12,0,16
IN3071,Estancia de investigación,IN,48,18,18,0,24
WKII2001S,SEMANA 18 ENFOQUE IIS-5,WK,0,0,0,0,20
WKII2001S,SEMANA 18 ENFOQUE IIS-5,WK,0,0,0,0,20
IN2025,Evaluación y administración de proyectos,IN,8,3,3,0,3
IN2001S,Toma de decisiones en entornos complejos,IN,0,0,0,0,20
IN2039,Visualización de datos para la toma de decisiones,IN,2.7,1,3,0,4
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN2022,Modelos de optimización,IN,8,3,3,0,3
IN2024,Modelos para la toma de decisiones,IN,8,3,3,0,3
IN2041,Mejora de procesos con métodos heurísticos y metaheurísticos,IN,2.7,1,3,0,4
IN2021,Administración de la producción,IN,8,3,3,0,3
IN1002B,Desarrollo de proyectos de análisis de datos,IN,8,3,9,0,12
NN2008,Análisis de factibilidad y viabilidad de proyectos de innovación,NN,2.7,1,3,0,3
IN2041,Mejora de procesos con métodos heurísticos y metaheurísticos,IN,2.7,1,3,0,4
IN2041,Mejora de procesos con métodos heurísticos y metaheurísticos,IN,2.7,1,3,0,4
IN2041,Mejora de procesos con métodos heurísticos y metaheurísticos,IN,2.7,1,3,0,4
IN2041,Mejora de procesos con métodos heurísticos y metaheurísticos,IN,2.7,1,3,0,4
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3041,Viabilidad de proyectos,IN,8,3,3,0,3
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN2039,Visualización de datos para la toma de decisiones,IN,2.7,1,3,0,4
IN1002B,Desarrollo de proyectos de análisis de datos,IN,8,3,9,0,12
WKII2002S,Semana 18 Enfoque IIS-4,WK,0,0,0,0,20
IN2004,Control estadístico de la calidad,IN,8,3,3,0,3
IN2019,Laboratorio de metrología,IN,4,1.5,0,3,3
IN3035,Análisis y mejoramiento de sistemas de manufactura,IN,8,3,3,0,3
IN3040,Sistemas de innovación tecnológica,IN,8,3,3,0,3
WKII2003S,EVALUACIÓN ETAPA INTERMEDIA - IIS,WK,0,0,0,0,20
IN3015,Sistemas integrados de manufactura,IN,8,3,3,0,3
WKII2002S,Semana 18 Enfoque IIS-4,WK,0,0,0,0,20
IN2006B,Análisis de la viabilidad de proyectos con perspectiva sistémica,IN,10.7,4,12,0,16
IN2041,Mejora de procesos con métodos heurísticos y metaheurísticos,IN,2.7,1,3,0,4
IN2001S,Toma de decisiones en entornos complejos,IN,0,0,0,0,20
WKII2001S,SEMANA 18 ENFOQUE IIS-5,WK,0,0,0,0,20
WA3069,Taller de sensibilización y preparación para exámenes de fin de carrera (IIS),WA,0,0,3,0,4
IN2037,Diseño de sistemas ciberfísicos,IN,2.7,1,3,0,4
IN1001B,Diseño y análisis de experimentos para la innovación ingenieril,IN,8,3,9,0,12
IN1001B,Diseño y análisis de experimentos para la innovación ingenieril,IN,8,3,9,0,12
IN1003B,Redes logísticas inteligentes,IN,8,3,9,0,12
IN3074,Estancia profesional,IN,48,18,18,0,24
IN2006B,Análisis de la viabilidad de proyectos con perspectiva sistémica,IN,10.7,4,12,0,16
IN2006B,Análisis de la viabilidad de proyectos con perspectiva sistémica,IN,10.7,4,12,0,16
NN2008,Análisis de factibilidad y viabilidad de proyectos de innovación,NN,2.7,1,3,0,3
IN1001B,Diseño y análisis de experimentos para la innovación ingenieril,IN,8,3,9,0,12
IN1002B,Desarrollo de proyectos de análisis de datos,IN,8,3,9,0,12
IN1002B,Desarrollo de proyectos de análisis de datos,IN,8,3,9,0,12
IN2040,Optimización de procesos organizacionales,IN,2.7,1,3,0,4
IN1001B,Diseño y análisis de experimentos para la innovación ingenieril,IN,8,3,9,0,12
NN2001S,Carreras de carros de cartón,NN,0,0,0,0,20
WKNN2001S,SEMANA 18 ENFOQUE IID-5,WK,0,0,0,0,20
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN2039,Visualización de datos para la toma de decisiones,IN,2.7,1,3,0,4
IN1002B,Desarrollo de proyectos de análisis de datos,IN,8,3,9,0,12
IN1002B,Desarrollo de proyectos de análisis de datos,IN,8,3,9,0,12
IN1002B,Desarrollo de proyectos de análisis de datos,IN,8,3,9,0,12
IN2039,Visualización de datos para la toma de decisiones,IN,2.7,1,3,0,4
IN2039,Visualización de datos para la toma de decisiones,IN,2.7,1,3,0,4
IN2039,Visualización de datos para la toma de decisiones,IN,2.7,1,3,0,4
WKII2001S,SEMANA 18 ENFOQUE IIS-5,WK,0,0,0,0,20
IN2042,Modelación de la cadena de valor,IN,2.7,1,3,0,4
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN2040,Optimización de procesos organizacionales,IN,2.7,1,3,0,4
WKII2001S,SEMANA 18 ENFOQUE IIS-5,WK,0,0,0,0,20
WKII2001S,SEMANA 18 ENFOQUE IIS-5,WK,0,0,0,0,20
IN2040,Optimización de procesos organizacionales,IN,2.7,1,3,0,4
IN2040,Optimización de procesos organizacionales,IN,2.7,1,3,0,4
IN2040,Optimización de procesos organizacionales,IN,2.7,1,3,0,4
IN2041,Mejora de procesos con métodos heurísticos y metaheurísticos,IN,2.7,1,3,0,4
IN1002B,Desarrollo de proyectos de análisis de datos,IN,8,3,9,0,12
IN1002B,Desarrollo de proyectos de análisis de datos,IN,8,3,9,0,12
IN1002B,Desarrollo de proyectos de análisis de datos,IN,8,3,9,0,12
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN2041,Mejora de procesos con métodos heurísticos y metaheurísticos,IN,2.7,1,3,0,4
IN2044,Diseño de un proceso de consultoría y gestión del cambio,IN,2.7,1,3,0,4
IN2044,Diseño de un proceso de consultoría y gestión del cambio,IN,2.7,1,3,0,4
IN2044,Diseño de un proceso de consultoría y gestión del cambio,IN,2.7,1,3,0,4
IN1003B,Redes logísticas inteligentes,IN,8,3,9,0,12
IN2022,Modelos de optimización,IN,8,3,3,0,3
IN2002S,Visualización estratégica de datos,IN,0,0,0,0,20
IN2002S,Visualización estratégica de datos,IN,0,0,0,0,20
IN3075,Estancia profesional I,IN,32,12,12,0,16
WKNN2001S,SEMANA 18 ENFOQUE IID-5,WK,0,0,0,0,20
IN2002S,Visualización estratégica de datos,IN,0,0,0,0,20
IN1003B,Redes logísticas inteligentes,IN,8,3,9,0,12
IN3001C,Evolución operativa para la industria I,IN,16,6,18,0,24
IN3002C,Evolución operativa para la industria II,IN,32,12,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3071,Estancia de investigación,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3077,Estancia de emprendimiento,IN,48,18,18,0,24
IN1001B,Diseño y análisis de experimentos para la innovación ingenieril,IN,8,3,9,0,12
IN2001S,Toma de decisiones en entornos complejos,IN,0,0,0,0,20
IN5059,Pronósticos y análisis de regresión,IN,12,3,3,0,3
WKII3002S,Evaluación Etapa Final - IIS,WK,0,0,0,0,20
IN2002S,Visualización estratégica de datos,IN,0,0,0,0,20
IN2038,Evaluación económica de proyectos,IN,2.7,1,3,0,4
IN2044,Diseño de un proceso de consultoría y gestión del cambio,IN,2.7,1,3,0,4
WKII2002S,Semana 18 Enfoque IIS-4,WK,0,0,0,0,20
WKII2003S,EVALUACIÓN ETAPA INTERMEDIA - IIS,WK,0,0,0,0,20
WKNN2002S,Semana 18 Enfoque IID-4,WK,0,0,0,0,20
WKNN2003S,EVALUACIÓN ETAPA INTERMEDIA - IID,WK,0,0,0,0,20
IN2004B,Generación de valor con analítica de datos,IN,10.7,4,12,0,16
IN2004B,Generación de valor con analítica de datos,IN,10.7,4,12,0,16
IN2005B,Evaluación de la competitividad organizacional,IN,10.7,4,12,0,16
IN2005B,Evaluación de la competitividad organizacional,IN,10.7,4,12,0,16
IN2006B,Análisis de la viabilidad de proyectos con perspectiva sistémica,IN,10.7,4,12,0,16
IN2006B,Análisis de la viabilidad de proyectos con perspectiva sistémica,IN,10.7,4,12,0,16
IN3074,Estancia profesional,IN,48,18,18,0,24
IN1001B,Diseño y análisis de experimentos para la innovación ingenieril,IN,8,3,9,0,12
IN1001B,Diseño y análisis de experimentos para la innovación ingenieril,IN,8,3,9,0,12
IN1001B,Diseño y análisis de experimentos para la innovación ingenieril,IN,8,3,9,0,12
IN1001B,Diseño y análisis de experimentos para la innovación ingenieril,IN,8,3,9,0,12
IN1001B,Diseño y análisis de experimentos para la innovación ingenieril,IN,8,3,9,0,12
IN1001B,Diseño y análisis de experimentos para la innovación ingenieril,IN,8,3,9,0,12
IN1002B,Desarrollo de proyectos de análisis de datos,IN,8,3,9,0,12
IN1002B,Desarrollo de proyectos de análisis de datos,IN,8,3,9,0,12
IN1002B,Desarrollo de proyectos de análisis de datos,IN,8,3,9,0,12
IN1002B,Desarrollo de proyectos de análisis de datos,IN,8,3,9,0,12
IN1002B,Desarrollo de proyectos de análisis de datos,IN,8,3,9,0,12
IN1002B,Desarrollo de proyectos de análisis de datos,IN,8,3,9,0,12
NN2004B,Diseño y evaluación de emprendimientos de base tecnológica,NN,10.7,4,12,0,16
NN2008,Análisis de factibilidad y viabilidad de proyectos de innovación,NN,2.7,1,3,0,3
NN2008,Análisis de factibilidad y viabilidad de proyectos de innovación,NN,2.7,1,3,0,3
NN2008,Análisis de factibilidad y viabilidad de proyectos de innovación,NN,2.7,1,3,0,3
NN2008,Análisis de factibilidad y viabilidad de proyectos de innovación,NN,2.7,1,3,0,3
WA3069,Taller de sensibilización y preparación para exámenes de fin de carrera (IIS),WA,0,0,3,0,4
WKII3002S,Evaluación Etapa Final - IIS,WK,0,0,0,0,20
IN2034,Evaluación de la productividad,IN,2.7,1,3,0,4
IN2035,Gestión avanzada de la producción,IN,2.7,1,3,0,4
IN2036,Aplicación de metrología en biosistemas productivos,IN,2.7,1,3,0,4
IN3038,Laboratorio de diseño y optimización de operaciones,IN,4,1.5,0,3,3
WKII2001S,SEMANA 18 ENFOQUE IIS-5,WK,0,0,0,0,20
WKII2003S,EVALUACIÓN ETAPA INTERMEDIA - IIS,WK,0,0,0,0,20
WKII3002S,Evaluación Etapa Final - IIS,WK,0,0,0,0,20
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN3074,Estancia profesional,IN,48,18,18,0,24
IN1001B,Diseño y análisis de experimentos para la innovación ingenieril,IN,8,3,9,0,12
IN1001B,Diseño y análisis de experimentos para la innovación ingenieril,IN,8,3,9,0,12
IN1002B,Desarrollo de proyectos de análisis de datos,IN,8,3,9,0,12
IN1002B,Desarrollo de proyectos de análisis de datos,IN,8,3,9,0,12
IN1002B,Desarrollo de proyectos de análisis de datos,IN,8,3,9,0,12
IN1002B,Desarrollo de proyectos de análisis de datos,IN,8,3,9,0,12
IN2001S,Toma de decisiones en entornos complejos,IN,0,0,0,0,20
IN2001S,Toma de decisiones en entornos complejos,IN,0,0,0,0,20
IN2002S,Visualización estratégica de datos,IN,0,0,0,0,20
IN2003B,Conceptualización de procesos con enfoque innovador,IN,10.7,4,12,0,16
IN2004B,Generación de valor con analítica de datos,IN,10.7,4,12,0,16
IN2004B,Generación de valor con analítica de datos,IN,10.7,4,12,0,16
IN2005B,Evaluación de la competitividad organizacional,IN,10.7,4,12,0,16
IN2007B,Diseño disruptivo de procesos organizacionales,IN,13.3,5,15,0,20
IN2008B,Aseguramiento de la excelencia operacional,IN,13.3,5,15,0,20
IN2009B,Mejora de una cadena de valor adaptativa,IN,13.3,5,15,0,20
IN2018,Diseño del trabajo,IN,8,3,3,0,3
IN2038,Evaluación económica de proyectos,IN,2.7,1,3,0,4
IN2039,Visualización de datos para la toma de decisiones,IN,2.7,1,3,0,4
IN2041,Mejora de procesos con métodos heurísticos y metaheurísticos,IN,2.7,1,3,0,4
IN2043,"Simulación discreta, continua y por agentes",IN,2.7,1,3,0,4
IN2043,"Simulación discreta, continua y por agentes",IN,2.7,1,3,0,4
NN1001,Taller de innovación y creatividad,NN,8,3,3,0,3
NN2001,Posicionamiento de la innovación,NN,8,3,3,0,3
NN2001S,Carreras de carros de cartón,NN,0,0,0,0,20
NN2002,Metodologías para la innovación,NN,8,3,3,0,3
WKII2001S,SEMANA 18 ENFOQUE IIS-5,WK,0,0,0,0,20
WKII2001S,SEMANA 18 ENFOQUE IIS-5,WK,0,0,0,0,20
WKII2002S,Semana 18 Enfoque IIS-4,WK,0,0,0,0,20
WKII2002S,Semana 18 Enfoque IIS-4,WK,0,0,0,0,20
WKII2002S,Semana 18 Enfoque IIS-4,WK,0,0,0,0,20
WKII2003S,EVALUACIÓN ETAPA INTERMEDIA - IIS,WK,0,0,0,0,20
WKII2003S,EVALUACIÓN ETAPA INTERMEDIA - IIS,WK,0,0,0,0,20
WKII2003S,EVALUACIÓN ETAPA INTERMEDIA - IIS,WK,0,0,0,0,20
WKII2004S,Semana 18 Enfoque IIS-6,WK,0,0,0,0,20
WKII2004S,Semana 18 Enfoque IIS-6,WK,0,0,0,0,20
WKII3001S,Semana 18 Especialización IIS-7,WK,0,0,0,0,20
WKNN2001S,SEMANA 18 ENFOQUE IID-5,WK,0,0,0,0,20
WKNN2001S,SEMANA 18 ENFOQUE IID-5,WK,0,0,0,0,20
WKNN2002S,Semana 18 Enfoque IID-4,WK,0,0,0,0,20
IN1001B,Diseño y análisis de experimentos para la innovación ingenieril,IN,8,3,9,0,12
IN1002B,Desarrollo de proyectos de análisis de datos,IN,8,3,9,0,12
IN2004B,Generación de valor con analítica de datos,IN,10.7,4,12,0,16
IN2005B,Evaluación de la competitividad organizacional,IN,10.7,4,12,0,16
IN2006B,Análisis de la viabilidad de proyectos con perspectiva sistémica,IN,10.7,4,12,0,16
IN2039,Visualización de datos para la toma de decisiones,IN,2.7,1,3,0,4
IN2040,Optimización de procesos organizacionales,IN,2.7,1,3,0,4
IN2041,Mejora de procesos con métodos heurísticos y metaheurísticos,IN,2.7,1,3,0,4
IN3074,Estancia profesional,IN,48,18,18,0,24
WKII2001S,SEMANA 18 ENFOQUE IIS-5,WK,0,0,0,0,20
WKII2002S,Semana 18 Enfoque IIS-4,WK,0,0,0,0,20
WKII3001S,Semana 18 Especialización IIS-7,WK,0,0,0,0,20
IN2004,Control estadístico de la calidad,IN,8,3,3,0,3
IN2004B,Generación de valor con analítica de datos,IN,10.7,4,12,0,16
IN2005,Dinámica de sistemas,IN,8,3,3,0,3
IN2005B,Evaluación de la competitividad organizacional,IN,10.7,4,12,0,16
IN2006B,Análisis de la viabilidad de proyectos con perspectiva sistémica,IN,10.7,4,12,0,16
IN2023,Diseño y análisis de experimentos,IN,8,3,3,0,3
IN2024,Modelos para la toma de decisiones,IN,8,3,3,0,3
IN2025,Evaluación y administración de proyectos,IN,8,3,3,0,3
IN2026,Ingeniería estadística,IN,8,3,3,0,3
IN2028,Sistemas de conocimiento en las organizaciones,IN,8,3,3,0,3
IN2039,Visualización de datos para la toma de decisiones,IN,2.7,1,3,0,4
IN2040,Optimización de procesos organizacionales,IN,2.7,1,3,0,4
IN3001C,Evolución operativa para la industria I,IN,16,6,18,0,24
IN3001C,Evolución operativa para la industria I,IN,16,6,18,0,24
IN3001C,Evolución operativa para la industria I,IN,16,6,18,0,24
IN3001C,Evolución operativa para la industria I,IN,16,6,18,0,24
IN3002C,Evolución operativa para la industria II,IN,32,12,18,0,24
IN3002C,Evolución operativa para la industria II,IN,32,12,18,0,24
IN3002C,Evolución operativa para la industria II,IN,32,12,18,0,24
IN3002C,Evolución operativa para la industria II,IN,32,12,18,0,24
IN3020,Planeación estratégica,IN,8,3,3,0,3
IN3035,Análisis y mejoramiento de sistemas de manufactura,IN,8,3,3,0,3
IN3037,Diseño y mejoramiento de sistemas logísticos,IN,8,3,3,0,3
IN3038,Laboratorio de diseño y optimización de operaciones,IN,4,1.5,0,3,3
IN3039,Metodologías para la solución de problemas,IN,8,3,3,0,3
IN3040,Sistemas de innovación tecnológica,IN,8,3,3,0,3
IN3041,Viabilidad de proyectos,IN,8,3,3,0,3
IN3045,Introducción a la vida profesional,IN,2,0.8,2,0,2
WKNN2002S,Semana 18 Enfoque IID-4,WK,0,0,0,0,20
IN2002S,Visualización estratégica de datos,IN,0,0,0,0,20
IN3074,Estancia profesional,IN,48,18,18,0,24
GP5003,Seminario de investigación I,GP,4,1,1,0,1
GP6000,Teoría de las organizaciones públicas,GP,12,3,3,0,3
GP5002,Propuesta de investigación III,GP,12,3,3,0,3
GP5002,Propuesta de investigación III,GP,12,3,3,0,3
GP5005,Seminario de investigación III,GP,4,1,1,0,1
GP6031,Investigación doctoral XI,GP,12,3,3,0,3
GP6032,Investigación doctoral XII,GP,12,3,3,0,3
GP6033,Investigación doctoral XIII,GP,12,3,3,0,3
GP6034,Defensa doctoral,GP,1,0.3,0,0,0
AP5007,Evaluación de políticas públicas del gobierno,AP,12,3,3,0,3
AP5007,Evaluación de políticas públicas del gobierno,AP,12,3,3,0,3
GP5003,Seminario de investigación I,GP,4,1,1,0,1
GP5004,Seminario de investigación II,GP,4,1,1,0,1
GP5005,Seminario de investigación III,GP,4,1,1,0,1
GP5005,Seminario de investigación III,GP,4,1,1,0,1
GP5005,Seminario de investigación III,GP,4,1,1,0,1
